model,max_context_tokens,version,experiment,global_turn,case_idx,case_followup,turn_type,context_tokens,context_fill,entropy_mean,logprob_mean,entropy_median,entropy_std,hedging_detected,hedge_words,num_hedge_words,refusal_detected,num_generated_tokens,response_preview,correct_answer,correct_answer_idx,model_answer,num_followups,final_context_fill,question_idx
microsoft/Phi-3-mini-4k-instruct,4096,v2,medqa_interactive,0,0,0,initial,107,0.0261,0.6502948519498657,-0.29863003594996057,0.28173547983169556,0.8032590224917652,False,,0,False,261,"Given the patient's history of aortic stenosis and recent aortic valve replacement, the presentation","Administer vancomycin 1 g IV every 12 hours, gentamicin 70 mg IV every 8 hours, and rifampin 300 mg IV every 8 hours",B,"The patient's presentation and findings are highly suggestive of prosthetic valve endocarditis (PVE). The next best step in management would be:

1. Initiate empiric intravenous antibiotic therapy, co",2,0.3401,7848
microsoft/Phi-3-mini-4k-instruct,4096,v2,medqa_interactive,1,0,1,answer,1393,0.3401,0.8126272373425136,-0.35716152081481994,0.4949079155921936,0.9476678014720291,True,likely|suggestive|consider,3,False,300,The patient's presentation and findings are highly suggestive of prosthetic valve endocarditis (PVE),"Administer vancomycin 1 g IV every 12 hours, gentamicin 70 mg IV every 8 hours, and rifampin 300 mg IV every 8 hours",B,"The patient's presentation and findings are highly suggestive of prosthetic valve endocarditis (PVE). The next best step in management would be:

1. Initiate empiric intravenous antibiotic therapy, co",2,0.3401,7848
microsoft/Phi-3-mini-4k-instruct,4096,v2,medqa_interactive,2,1,0,answer,1747,0.4265,0.6885379319812037,-0.313226709564477,0.30721789598464966,0.8865166960909886,True,suggestive|consider,2,False,293,The patient's presentation is suggestive of deep vein thrombosis (DVT). The next steps should includ,Heparin/PF4 enzyme-linked immunosorbent assay (ELISA),A,"The patient's presentation is suggestive of deep vein thrombosis (DVT). The next steps should include:

1. Immediate bed rest and elevation of the affected limb to reduce swelling and pain.
2. Initiat",1,0.4265,2261
microsoft/Phi-3-mini-4k-instruct,4096,v2,medqa_interactive,3,2,0,answer,2076,0.5068,0.46846896862844584,-0.21442496318401666,0.05000453628599644,0.6764886481044846,True,suggestive,1,False,300,The patient's presentation is suggestive of polycystic ovary syndrome (PCOS). The next steps should ,Oral contraceptives,A,"The patient's presentation is suggestive of polycystic ovary syndrome (PCOS). The next steps should include:

1. Comprehensive history and physical examination to assess for other signs and symptoms o",1,0.5068,819
microsoft/Phi-3-mini-4k-instruct,4096,v2,medqa_interactive,4,3,0,answer,2409,0.5881,0.5028038467144943,-0.2162657998349913,0.10704164952039719,0.7170720695898849,True,suggestive,1,False,274,"The patient's presentation is suggestive of a bleeding disorder. The next steps should include:

1. ",Epistaxis,A,"The patient's presentation is suggestive of a bleeding disorder. The next steps should include:

1. Detailed history and physical examination to assess for any family history of bleeding disorders, pr",1,0.5881,9068
microsoft/Phi-3-mini-4k-instruct,4096,v2,medqa_interactive,5,4,0,answer,2722,0.6646,0.6191725538508066,-0.26266979876681923,0.2340577393770218,0.8132321061552504,True,suggestive,1,False,296,The patient's presentation is suggestive of a routine health maintenance visit. The next steps shoul,Low-dose CT scan (LDCT) of the chest,C,"The patient's presentation is suggestive of a routine health maintenance visit. The next steps should include:

1. Comprehensive history and physical examination to assess for any changes in the patie",1,0.6646,1628
microsoft/Phi-3-mini-4k-instruct,4096,v2,medqa_interactive,6,5,0,answer,3056,0.7461,0.4851497514453691,-0.21282445737872902,0.06282947957515717,0.7552643654275635,True,suggestive|consider,2,False,257,The patient's presentation is suggestive of ascites and possible liver disease. The next steps shoul,The zone closest to the centrolobular vein,C,"The patient's presentation is suggestive of ascites and possible liver disease. The next steps should include:

1. Comprehensive history and physical examination to assess for any signs and symptoms o",1,0.7461,3844
microsoft/Phi-3-mini-4k-instruct,4096,v2,medqa_interactive,7,6,0,answer,3361,0.8206,0.4256803968807899,-0.17946705445716066,0.03625967726111412,0.7001455275886458,True,suggestive,1,False,237,"The patient's presentation is suggestive of a seizure. The next steps should include:

1. Immediate ",Hypertonic saline,D,"The patient's presentation is suggestive of a seizure. The next steps should include:

1. Immediate stabilization of the patient's airway, breathing, and circulation (ABCs).
2. Comprehensive history a",1,0.8206,1443
microsoft/Phi-3-mini-4k-instruct,4096,v2,medqa_interactive,8,7,0,answer,3653,0.8918,0.23460594157101108,-0.09045415944716184,0.01231382880359888,0.4665432410278919,True,suggestive,1,False,272,"The patient's presentation is suggestive of acute abdomen. The next steps should include:

1. Immedi",Regular insulin,C,"The patient's presentation is suggestive of acute abdomen. The next steps should include:

1. Immediate stabilization of the patient's airway, breathing, and circulation (ABCs).
2. Comprehensive histo",1,0.8918,8938
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,0,0,0,answer,101,0.0031,0.6665117110939822,-0.30416602594743614,0.3496979922056198,0.8045334497276827,True,consider,1,False,300,Thank you for the information. Given the patient's history of aortic valve replacement and current s,"Administer vancomycin 1 g IV every 12 hours, gentamicin 70 mg IV every 8 hours, and rifampin 300 mg IV every 8 hours",B,"Thank you for the information. Given the patient's history of aortic valve replacement and current symptoms of fever and shortness of breath, it is important to consider potential post-surgical compli",1,0.0031,7848
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,1,1,0,answer,452,0.0138,0.5400770745502685,-0.24893940418323743,0.20366773754358292,0.6930906351501321,True,consider,1,False,300,Thank you for the information. Given the patient's history of end-stage renal disease (ESRD) on hemo,Heparin/PF4 enzyme-linked immunosorbent assay (ELISA),A,"Thank you for the information. Given the patient's history of end-stage renal disease (ESRD) on hemodialysis and the new symptoms of pain, swelling, and discoloration of her right leg and foot, there ",1,0.0138,2261
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,2,2,0,answer,787,0.024,0.42598724415569633,-0.18566372333693643,0.074265006929636,0.6169555742829381,True,consider,1,False,300,Thank you for the information. Given the patient's age and the symptoms of irregular menstrual cycle,Oral contraceptives,A,"Thank you for the information. Given the patient's age and the symptoms of irregular menstrual cycles and facial acne, there are several potential causes to consider, including polycystic ovary syndro",1,0.024,819
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,3,3,0,answer,1118,0.0341,0.49630059518875386,-0.20924129954495835,0.09409381076693535,0.7658168000475597,False,,0,False,300,Thank you for the information. A 9-year-old boy presenting with persistent bleeding following a toot,Epistaxis,A,Thank you for the information. A 9-year-old boy presenting with persistent bleeding following a tooth extraction is concerning and could indicate a coagulation disorder or another underlying condition,1,0.0341,9068
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,4,4,0,answer,1457,0.0445,0.5791774560853894,-0.2655161047801887,0.34693893790245056,0.6576398880780289,True,might,1,False,300,"Thank you for the information. For a 57-year-old man presenting for his yearly wellness visit, a com",Low-dose CT scan (LDCT) of the chest,C,"Thank you for the information. For a 57-year-old man presenting for his yearly wellness visit, a comprehensive approach is appropriate to ensure his overall health and identify any potential issues ea",1,0.0445,1628
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,5,5,0,answer,1794,0.0547,0.4770353543608002,-0.19857501617690776,0.10459985211491585,0.7053290558460574,False,,0,False,300,Thank you for the information. A 55-year-old female presenting with a rapidly enlarging abdomen and ,The zone closest to the centrolobular vein,C,Thank you for the information. A 55-year-old female presenting with a rapidly enlarging abdomen and swelling of both legs is a concerning symptom complex that could indicate a variety of underlying co,1,0.0547,3844
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,6,6,0,answer,2142,0.0654,0.5324681922452781,-0.22096896730549523,0.19128009676933289,0.710065020687296,False,,0,False,300,Thank you for the information. A 68-year-old male who suddenly dropped to the floor and began to vio,Hypertonic saline,D,Thank you for the information. A 68-year-old male who suddenly dropped to the floor and began to violently shake his extremities is a concerning presentation that could indicate a variety of neurologi,1,0.0654,1443
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,7,7,0,answer,2489,0.076,0.2768748777632004,-0.1152188753229463,0.022240291349589825,0.5134171801431849,False,,0,False,300,"Thank you for the information. A 14-year-old boy presenting with acute onset of confusion, malaise, ",Regular insulin,C,"Thank you for the information. A 14-year-old boy presenting with acute onset of confusion, malaise, diffuse abdominal pain, nausea, and a single episode of vomiting is a concerning presentation that c",1,0.076,8938
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,8,8,0,answer,2835,0.0865,0.2724968248385408,-0.1194164913376164,0.010650931857526302,0.539785724816371,True,could be,1,False,300,Thank you for the information. A 55-year-old woman experiencing tingling in her fingers and the sens,Simple partial,A,"Thank you for the information. A 55-year-old woman experiencing tingling in her fingers and the sensation of smelling sour milk could be indicative of various conditions, including neurological, metab",1,0.0865,8249
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,9,9,0,initial,3176,0.0969,0.30123891707549316,-0.13217444921874877,0.0100319879129529,0.5612031032692277,False,,0,False,300,Thank you for the information. A 43-year-old man presenting with severe epigastric pain and vomiting,Hematocrit,A,"Based on the laboratory results and the physical examination findings, the patient's severe epigastric pain and vomiting are likely related to a gastrointestinal issue. The elevated amylase and lipase",2,0.1125,6111
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,10,9,1,answer,3686,0.1125,0.6285180979591662,-0.28240212049634034,0.3547560125589371,0.7653313210233805,True,could be|likely|consider,3,False,300,"Based on the laboratory results and the physical examination findings, the patient's severe epigastr",Hematocrit,A,"Based on the laboratory results and the physical examination findings, the patient's severe epigastric pain and vomiting are likely related to a gastrointestinal issue. The elevated amylase and lipase",2,0.1125,6111
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,11,10,0,answer,4020,0.1227,0.31130822174105766,-0.13629336524689745,0.015489841811358929,0.5475334587697284,False,,0,False,300,Thank you for the information. A 6-year-old boy presenting with a mild fever for the past week could,Bone marrow biopsy,C,"Thank you for the information. A 6-year-old boy presenting with a mild fever for the past week could indicate a variety of conditions, ranging from viral infections to more serious bacterial or other ",1,0.1227,10103
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,12,11,0,answer,4361,0.1331,0.30825361066160223,-0.1330766369364046,0.011955107562243938,0.5453968386898426,True,suggests,1,False,300,"Thank you for the information. A 68-year-old man presenting with shortness of breath, particularly w",Smoking cessation alone,B,"Thank you for the information. A 68-year-old man presenting with shortness of breath, particularly when walking up stairs and when lying down to go to sleep at night, suggests a possible underlying ca",1,0.1331,5206
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,13,12,0,initial,4711,0.1438,0.19672688011297174,-0.07976878794461167,0.002443028148263693,0.4305105805748788,True,could be,1,False,300,"Thank you for the information. A 74-year-old woman with a past medical history of hypertension, peri",CT angiography,C,"Based on the provided laboratory results and physical examination findings, the patient's severe abdominal pain, particularly with the elevated amylase and lactate levels, strongly suggests acute panc",5,0.2084,3214
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,14,12,1,followup,5241,0.1599,0.501360920494685,-0.20627780081384126,0.11971861869096756,0.7034760521300064,True,could be|consider,2,False,300,"Based on the provided laboratory results and physical examination findings, the patient's severe abd",CT angiography,C,"Based on the provided laboratory results and physical examination findings, the patient's severe abdominal pain, particularly with the elevated amylase and lactate levels, strongly suggests acute panc",5,0.2084,3214
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,15,12,2,followup,5771,0.1761,0.27020745581004507,-0.11937540675872883,0.015249751042574644,0.4787875761286795,True,suggests|consider,2,False,300,"Based on the provided laboratory results and physical examination findings, the patient's severe abd",CT angiography,C,"Based on the provided laboratory results and physical examination findings, the patient's severe abdominal pain, particularly with the elevated amylase and lactate levels, strongly suggests acute panc",5,0.2084,3214
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,16,12,3,followup,6300,0.1923,0.21445828425088795,-0.08484525567381301,0.01298853987827897,0.420214917208305,True,suggests|consider,2,False,300,"Based on the provided laboratory results and physical examination findings, the patient's severe abd",CT angiography,C,"Based on the provided laboratory results and physical examination findings, the patient's severe abdominal pain, particularly with the elevated amylase and lactate levels, strongly suggests acute panc",5,0.2084,3214
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,17,12,4,answer,6830,0.2084,0.11659420460185141,-0.03981679898934961,0.0035697355633601546,0.29336358120553296,True,suggests|consider,2,False,300,"Based on the provided laboratory results and physical examination findings, the patient's severe abd",CT angiography,C,"Based on the provided laboratory results and physical examination findings, the patient's severe abdominal pain, particularly with the elevated amylase and lactate levels, strongly suggests acute panc",5,0.2084,3214
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,18,13,0,answer,7164,0.2186,0.2125407602574216,-0.09791942958338434,0.005185556598007679,0.4761693846123309,True,could be,1,False,300,Thank you for the information. A 48-year-old man presenting with increasing generalized fatigue for ,Genetic testing,D,"Thank you for the information. A 48-year-old man presenting with increasing generalized fatigue for 1 month could be indicative of a variety of conditions, ranging from anemia and thyroid dysfunction ",1,0.2186,7492
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,19,14,0,initial,7519,0.2295,0.23611176311715326,-0.10028126316515701,0.003205842920579016,0.5048449285761756,False,,0,False,300,Thank you for the information. An 81-year-old man presenting with altered mental status and being al,Dehydration,A,"Given the patient's symptoms of altered mental status and the laboratory and physical examination findings, the most likely diagnoses are:

1. **Metabolic Acidosis:** Suggested by the low bicarbonate ",10,0.3574,2891
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,20,14,1,followup,7984,0.2437,0.49626052376682783,-0.2141374862288095,0.09666896238923073,0.6830926824223474,True,could be,1,False,300,"Based on the provided laboratory results and physical examination findings, the patient's altered me",Dehydration,A,"Given the patient's symptoms of altered mental status and the laboratory and physical examination findings, the most likely diagnoses are:

1. **Metabolic Acidosis:** Suggested by the low bicarbonate ",10,0.3574,2891
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,21,14,2,followup,8449,0.2578,0.10381560153728685,-0.03172023603746105,0.004091927316039801,0.24620009588423536,True,could be,1,False,300,"Based on the provided laboratory results and physical examination findings, the patient's altered me",Dehydration,A,"Given the patient's symptoms of altered mental status and the laboratory and physical examination findings, the most likely diagnoses are:

1. **Metabolic Acidosis:** Suggested by the low bicarbonate ",10,0.3574,2891
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,22,14,3,followup,8914,0.272,0.082822791446766,-0.02596486055733017,0.002704998943954706,0.22277099079424137,True,could be,1,False,300,"Based on the provided laboratory results and physical examination findings, the patient's altered me",Dehydration,A,"Given the patient's symptoms of altered mental status and the laboratory and physical examination findings, the most likely diagnoses are:

1. **Metabolic Acidosis:** Suggested by the low bicarbonate ",10,0.3574,2891
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,23,14,4,followup,9377,0.2862,0.04755422269908413,-0.013464828888376322,0.0016404276248067617,0.14756669881360981,True,could be,1,False,300,"Based on the provided laboratory results and physical examination findings, the patient's altered me",Dehydration,A,"Given the patient's symptoms of altered mental status and the laboratory and physical examination findings, the most likely diagnoses are:

1. **Metabolic Acidosis:** Suggested by the low bicarbonate ",10,0.3574,2891
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,24,14,5,followup,9840,0.3003,0.039560452876559,-0.009631019340367454,0.001552206464111805,0.12133506956842399,True,could be,1,False,300,"Based on the provided laboratory results and physical examination findings, the patient's altered me",Dehydration,A,"Given the patient's symptoms of altered mental status and the laboratory and physical examination findings, the most likely diagnoses are:

1. **Metabolic Acidosis:** Suggested by the low bicarbonate ",10,0.3574,2891
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,25,14,6,followup,10303,0.3144,0.03648578302553048,-0.008587242639908036,0.0013543364475481212,0.11295574010808189,True,could be,1,False,300,"Based on the provided laboratory results and physical examination findings, the patient's altered me",Dehydration,A,"Given the patient's symptoms of altered mental status and the laboratory and physical examination findings, the most likely diagnoses are:

1. **Metabolic Acidosis:** Suggested by the low bicarbonate ",10,0.3574,2891
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,26,14,7,followup,10766,0.3286,0.031138763848926086,-0.007135521622618341,0.001077148539479822,0.09768588669070902,True,could be,1,False,300,"Based on the provided laboratory results and physical examination findings, the patient's altered me",Dehydration,A,"Given the patient's symptoms of altered mental status and the laboratory and physical examination findings, the most likely diagnoses are:

1. **Metabolic Acidosis:** Suggested by the low bicarbonate ",10,0.3574,2891
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,27,14,8,followup,11229,0.3427,0.03019769998948309,-0.006896741264628143,0.000971492932876572,0.09508391339625628,True,could be,1,False,300,"Based on the provided laboratory results and physical examination findings, the patient's altered me",Dehydration,A,"Given the patient's symptoms of altered mental status and the laboratory and physical examination findings, the most likely diagnoses are:

1. **Metabolic Acidosis:** Suggested by the low bicarbonate ",10,0.3574,2891
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,28,14,9,forced_answer,11712,0.3574,0.304765378798107,-0.13333508640867206,0.006425126455724239,0.5532926875737012,True,likely|consider,2,False,300,Given the patient's symptoms of altered mental status and the laboratory and physical examination fi,Dehydration,A,"Given the patient's symptoms of altered mental status and the laboratory and physical examination findings, the most likely diagnoses are:

1. **Metabolic Acidosis:** Suggested by the low bicarbonate ",10,0.3574,2891
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,29,15,0,answer,12054,0.3679,0.15492937312642774,-0.06386795300021676,0.002066972723696381,0.4033233666450477,False,,0,False,300,Thank you for the information. A 32-year-old woman presenting with frothy urine and swelling in her ,Membranous nephropathy,C,"Thank you for the information. A 32-year-old woman presenting with frothy urine and swelling in her body for 6 days could indicate a variety of conditions, including kidney disease, heart failure, or ",1,0.3679,4411
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,30,16,0,answer,12410,0.3787,0.08896022869358555,-0.03350410162978605,0.0018343488336540759,0.24808630330533377,False,,0,False,300,"Thank you for the information. A 59-year-old man presenting with fatigue, weight loss, and abdominal",Leukemoid reaction,C,"Thank you for the information. A 59-year-old man presenting with fatigue, weight loss, and abdominal pain could indicate a variety of conditions, including gastrointestinal issues, endocrine disorders",1,0.3787,6816
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,31,17,0,answer,12760,0.3894,0.09881591235036048,-0.03957702899802027,0.0011339829070493579,0.283209442057547,False,,0,False,300,Thank you for the information. A 30-year-old woman presenting with numbness around her lips and ting,Serum parathyroid hormone (PTH) level,D,"Thank you for the information. A 30-year-old woman presenting with numbness around her lips and tingling sensations in her hands and feet could indicate a variety of conditions, including neurological",1,0.3894,86
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,32,18,0,answer,13102,0.3998,0.23299015978903417,-0.10024777673825962,0.00564574683085084,0.5369522379910908,False,,0,False,300,Thank you for the information. A 66-year-old man presenting with periodic difficulty falling asleep ,He had an allergic reaction to the Tdap vaccination.,C,"Thank you for the information. A 66-year-old man presenting with periodic difficulty falling asleep at night is a common complaint, often related to age-related changes in sleep patterns, lifestyle fa",1,0.3998,8756
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,33,19,0,answer,13437,0.4101,0.0859913331519013,-0.02907655037787798,0.0011935833026655018,0.253961805782565,False,,0,False,300,"Thank you for the information. A 54-year-old man presenting with severe diffuse abdominal pain, naus",Lack of enhancement of the branches of the superior mesenteric artery,C,"Thank you for the information. A 54-year-old man presenting with severe diffuse abdominal pain, nausea, and vomiting is a concerning symptom complex that could indicate a variety of serious conditions",1,0.4101,3758
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,34,20,0,initial,13786,0.4207,0.29992171024559744,-0.12526838669643864,0.0044324868358671665,0.5469722221712483,True,could be,1,False,300,Thank you for the information. A 62-year-old man who has refused to see a physician for the past 10 ,Colon cancer,D,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms and findings suggest a possible diagnosis of cholelithiasis or cholecystitis, possibly exacerbated b",10,0.6303,5645
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,35,20,1,followup,14547,0.4439,0.4418433675941649,-0.1866622591970005,0.10098891332745552,0.6916053123324195,True,possibly,1,False,300,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms ",Colon cancer,D,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms and findings suggest a possible diagnosis of cholelithiasis or cholecystitis, possibly exacerbated b",10,0.6303,5645
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,36,20,2,followup,15308,0.4672,0.050702562582827355,-0.015283004884404292,0.0029316976433619857,0.15995472522225504,True,possibly,1,False,300,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms ",Colon cancer,D,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms and findings suggest a possible diagnosis of cholelithiasis or cholecystitis, possibly exacerbated b",10,0.6303,5645
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,37,20,3,followup,16069,0.4904,0.03322161133215091,-0.008822419537429576,0.001468134461902082,0.10774920281821303,True,possibly,1,False,300,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms ",Colon cancer,D,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms and findings suggest a possible diagnosis of cholelithiasis or cholecystitis, possibly exacerbated b",10,0.6303,5645
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,38,20,4,followup,16830,0.5136,0.024673350536830365,-0.005999268507487988,0.001036017492879182,0.08347708845136445,True,possibly,1,False,300,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms ",Colon cancer,D,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms and findings suggest a possible diagnosis of cholelithiasis or cholecystitis, possibly exacerbated b",10,0.6303,5645
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,39,20,5,followup,17591,0.5368,0.02089808942148957,-0.004964632094927571,0.0009107559453696012,0.07318767932453595,True,possibly,1,False,300,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms ",Colon cancer,D,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms and findings suggest a possible diagnosis of cholelithiasis or cholecystitis, possibly exacerbated b",10,0.6303,5645
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,40,20,6,followup,18352,0.5601,0.01879899259242362,-0.004303724783570833,0.0009941599564626813,0.0695206344429585,True,possibly,1,False,300,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms ",Colon cancer,D,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms and findings suggest a possible diagnosis of cholelithiasis or cholecystitis, possibly exacerbated b",10,0.6303,5645
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,41,20,7,followup,19113,0.5833,0.016856149241032934,-0.003788286680337715,0.0008402123639825732,0.06527680049319624,True,possibly,1,False,300,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms ",Colon cancer,D,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms and findings suggest a possible diagnosis of cholelithiasis or cholecystitis, possibly exacerbated b",10,0.6303,5645
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,42,20,8,followup,19874,0.6065,0.01365844566511406,-0.0030132130282215287,0.0006543281197082251,0.055963400655922584,True,possibly,1,False,300,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms ",Colon cancer,D,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms and findings suggest a possible diagnosis of cholelithiasis or cholecystitis, possibly exacerbated b",10,0.6303,5645
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,43,20,9,forced_answer,20655,0.6303,0.21679834608549464,-0.089809560068944,0.0016220524557866156,0.5149269868306848,True,possibly,1,False,300,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms ",Colon cancer,D,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms and findings suggest a possible diagnosis of cholelithiasis or cholecystitis, possibly exacerbated b",10,0.6303,5645
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,44,21,0,initial,21015,0.6413,0.13583318973992486,-0.054259494472686236,0.0017136655515059829,0.3416033925785971,False,,0,False,300,Thank you for the information. A 30-year-old man with a history of intravenous drug use and methamph,Fresh frozen plasma,B,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms and findings suggest a possible diagnosis of pneumonia and possibly appendicitis, given his history ",2,0.6557,7842
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,45,21,1,answer,21486,0.6557,0.28070177714486666,-0.11543492496283148,0.013633727561682463,0.5029375572247313,True,possibly,1,False,300,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms ",Fresh frozen plasma,B,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms and findings suggest a possible diagnosis of pneumonia and possibly appendicitis, given his history ",2,0.6557,7842
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,46,22,0,initial,21831,0.6662,0.09486054055827547,-0.03351157587853514,0.001914900029078126,0.22781421022255444,False,,0,False,300,Thank you for the information. A 74-year-old man presenting to the emergency department with slurred,Systolic blood pressure of 200 mm Hg,C,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms and findings suggest a possible diagnosis of ischemic stroke, given the sudden onset of slurred spee",2,0.683,4806
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,47,22,1,answer,22380,0.683,0.3718125973644125,-0.16752308805039695,0.017350723035633564,0.6410085762459246,False,,0,False,300,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms ",Systolic blood pressure of 200 mm Hg,C,"Based on the provided history, physical examination, and laboratory results, the patient's symptoms and findings suggest a possible diagnosis of ischemic stroke, given the sudden onset of slurred spee",2,0.683,4806
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,48,23,0,answer,22728,0.6936,0.05741542007175607,-0.02098548816077816,0.0005154896934982389,0.1811832568525221,False,,0,False,300,Thank you for the information. A 42-year-old woman presenting with a 5-day history of epigastric pai,Pancreatic abscess,A,"Thank you for the information. A 42-year-old woman presenting with a 5-day history of epigastric pain, fever, nausea, and malaise could indicate a variety of conditions, including gastrointestinal inf",1,0.6936,7196
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,49,24,0,initial,23071,0.7041,0.06592819578442058,-0.026685858469178002,0.0006655041943304241,0.22960404652876262,False,,0,False,300,Thank you for the information. A 46-year-old man presenting with severe epigastric pain and vomiting,"Crystalloid fluid infusion
""",D,"Based on the provided laboratory results and the patient's symptoms of severe epigastric pain and vomiting, the most likely diagnosis is acute pancreatitis. The elevated lipase (900 U/L) and GGT (88 U",2,0.7194,6826
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,50,24,1,answer,23574,0.7194,0.2869655429242033,-0.12004797725189387,0.02491631731390953,0.5397466088383218,True,likely|suggestive,2,False,300,Based on the provided laboratory results and the patient's symptoms of severe epigastric pain and vo,"Crystalloid fluid infusion
""",D,"Based on the provided laboratory results and the patient's symptoms of severe epigastric pain and vomiting, the most likely diagnosis is acute pancreatitis. The elevated lipase (900 U/L) and GGT (88 U",2,0.7194,6826
Qwen/Qwen2.5-7B-Instruct,32768,v2,medqa_interactive,51,25,0,answer,23920,0.73,0.11746235136434274,-0.04850208782726071,0.0015225725364871323,0.3251069710868879,False,,0,False,300,Thank you for the information. A 52-year-old man presenting with generalized muscle and bone pain co,Hearing loss,A,"Thank you for the information. A 52-year-old man presenting with generalized muscle and bone pain could indicate a variety of conditions, including musculoskeletal issues, metabolic disorders, or othe",1,0.73,347
