feature_name,train_dataset,train_dataset_label,eval_dataset,eval_dataset_label,layer,base_train_size,extra_train_size,train_size,lr_eval_acc,wlr_eval_acc,mm_eval_acc,wmm_eval_acc,whitener_cov_reg_condition_number
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",1,800,390,1190,1.0,1.0,0.57,0.985,6972.938927743323
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",2,800,390,1190,1.0,1.0,0.545,0.995,6537.347017131653
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",3,800,390,1190,1.0,1.0,0.6,1.0,6741.8704448019835
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",4,800,390,1190,1.0,1.0,0.55,1.0,6655.478277052603
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",5,800,390,1190,1.0,1.0,0.505,1.0,6548.773799185108
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",6,800,390,1190,1.0,1.0,0.505,1.0,7034.140834117993
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",7,800,390,1190,1.0,1.0,0.505,0.995,7767.540787005981
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",8,800,390,1190,1.0,1.0,0.54,1.0,9756.702394074691
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",9,800,390,1190,1.0,1.0,0.78,1.0,10346.650319170678
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",10,800,390,1190,1.0,1.0,0.56,1.0,11162.215521068967
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",11,800,390,1190,1.0,1.0,0.505,0.985,54577.152200235294
