probe,arm,mean_shared_options,n_context,ctx_tokens,context_fill,pathology,gold,pred,correct,parsed,mean_entropy,response
96,near_dup,4.0,8,3514,0.8579,Anaphylaxis,A,E,False,True,0.23886387111091656,"Given the symptoms and history provided, the most likely diagnosis is:

E) GERD

The presence of a high-pitched sound when breathing in (stridor"
97,disjoint,0.0,8,3303,0.8064,Acute rhinosinusitis,A,A,True,True,0.34907128891447314,A
97,random,0.25,8,3463,0.8455,Acute rhinosinusitis,A,A,True,True,0.07861592864592934,A) Acute rhinosinusitis
97,near_dup,4.0,8,2898,0.7075,Acute rhinosinusitis,A,A,True,True,0.011796330813518175,A) Acute rhinosinusitis
98,disjoint,0.0,8,2906,0.7095,GERD,B,B,True,True,0.06449855799291981,B
98,random,0.875,8,3139,0.7664,GERD,B,B,True,True,0.006854519591797725,B
98,near_dup,3.0,8,3611,0.8816,GERD,B,B,True,True,0.055178631795570254,B
99,disjoint,0.0,8,3109,0.759,Stable angina,B,D,False,True,0.059928419743300765,D
99,random,1.125,8,3012,0.7354,Stable angina,B,D,False,True,0.012041813553423708,D
99,near_dup,4.0,8,3080,0.752,Stable angina,B,D,False,True,0.012083319765224587,D
100,disjoint,0.0,8,3016,0.7363,Pulmonary embolism,B,B,True,True,0.001605069250217639,B
100,random,1.5,8,3058,0.7466,Pulmonary embolism,B,B,True,True,0.0011482192785479128,B
100,near_dup,4.0,8,3334,0.814,Pulmonary embolism,B,B,True,True,0.02135016885040386,B
101,disjoint,0.0,8,2983,0.7283,Anemia,E,E,True,True,0.01325003313831985,E
101,random,1.25,8,2846,0.6948,Anemia,E,C,False,True,0.04205106571316719,C
101,near_dup,4.0,8,3322,0.811,Anemia,E,E,True,True,0.029603853053231433,E
102,disjoint,0.0,8,3056,0.7461,Bronchitis,D,D,True,True,0.06667461653705686,D
102,random,1.125,8,3290,0.8032,Bronchitis,D,D,True,True,0.007209351766505279,D
102,near_dup,4.0,8,2788,0.6807,Bronchitis,D,E,False,True,0.4311562123707391,"E) URTI

Given the symptoms and history, the patient's presentation suggests an Upper Respiratory Tract Infection (URTI). The presence of"
103,disjoint,0.0,8,3004,0.7334,Anemia,C,C,True,True,0.0009271084741726554,C
103,random,0.375,8,3151,0.7693,Anemia,C,C,True,True,0.0017545975618560306,C
103,near_dup,4.0,8,2382,0.5815,Anemia,C,C,True,True,0.004125772583620346,C
104,disjoint,0.0,8,3158,0.771,Atrial fibrillation,E,D,False,True,0.04464949481189251,D
104,random,1.125,8,3333,0.8137,Atrial fibrillation,E,D,False,True,0.02708887355402112,D
104,near_dup,4.0,8,2666,0.6509,Atrial fibrillation,E,D,False,True,0.4166569486260414,D
105,disjoint,0.0,8,3345,0.8167,Epiglottitis,E,E,True,True,0.0376644300490625,E
105,random,0.125,8,3179,0.7761,Epiglottitis,E,E,True,True,0.0133437845414619,E
105,near_dup,3.0,8,2558,0.6245,Epiglottitis,E,A,False,True,0.31965729853973623,"A) Laryngospasm

Given the symptoms of difficulty swallowing, sharp pain in the throat and neck, shortness of breath, and a high-p"
106,disjoint,0.0,8,2969,0.7249,Guillain-Barré syndrome,D,D,True,True,0.0033227257824250955,D
106,random,0.375,8,3200,0.7812,Guillain-Barré syndrome,D,D,True,True,0.0016066604066224954,D
106,near_dup,3.125,8,2925,0.7141,Guillain-Barré syndrome,D,D,True,True,0.004044625572447558,D
107,disjoint,0.0,8,3044,0.7432,HIV (initial infection),C,C,True,True,0.05927198476638296,C
107,random,0.75,8,3134,0.7651,HIV (initial infection),C,C,True,True,0.0054537853706051465,C
107,near_dup,4.0,8,3691,0.9011,HIV (initial infection),C,C,True,True,0.06465003985795192,C
108,disjoint,0.0,8,2856,0.6973,Anemia,A,A,True,True,0.1261239203340665,A
108,random,0.625,8,3135,0.7654,Anemia,A,A,True,True,0.10794686221925076,A
108,near_dup,3.25,8,2962,0.7231,Anemia,A,A,True,True,0.09900374129665579,A
109,disjoint,0.0,8,3375,0.824,HIV (initial infection),E,E,True,True,0.0035738176375161856,E
109,random,0.25,8,3286,0.8022,HIV (initial infection),E,E,True,True,0.0016609457561571617,E
109,near_dup,3.125,8,3570,0.8716,HIV (initial infection),E,E,True,True,0.005761054147114919,E
110,disjoint,0.0,8,2661,0.6497,Bronchitis,B,B,True,True,0.000984546757536009,B
110,random,0.875,8,2869,0.7004,Bronchitis,B,B,True,True,0.06530451349681243,B
110,near_dup,4.0,8,2983,0.7283,Bronchitis,B,E,False,True,0.2305168118327856,E
111,disjoint,0.0,8,3360,0.8203,Chronic rhinosinusitis,C,B,False,True,0.024009905651610097,B
111,random,0.5,8,3563,0.8699,Chronic rhinosinusitis,C,B,False,True,0.35407478889101185,B
111,near_dup,4.0,8,3081,0.7522,Chronic rhinosinusitis,C,B,False,True,0.041300501308342064,B
112,disjoint,0.0,8,3315,0.8093,Pulmonary embolism,C,C,True,True,0.026359191706433194,C
112,random,1.25,8,3382,0.8257,Pulmonary embolism,C,C,True,True,0.012611534969437344,C
112,near_dup,4.0,8,3702,0.9038,Pulmonary embolism,C,C,True,True,0.21018692140569328,C
113,disjoint,0.0,8,3261,0.7961,Anemia,C,C,True,True,0.003935933390138757,C
113,random,0.375,8,3216,0.7852,Anemia,C,C,True,True,0.0010717432262481452,C
113,near_dup,4.0,8,2390,0.5835,Anemia,C,D,False,True,0.19017083570361137,D
114,disjoint,0.0,8,3403,0.8308,URTI,A,A,True,True,0.23511956451520177,A) URTI
114,random,0.375,8,3220,0.7861,URTI,A,A,True,True,0.3427948653561958,"A) URTI

Given the symptoms of increased sweating, headache, sore throat, diffuse muscle pain, nasal congestion, and cough, these are consistent with"
114,near_dup,4.0,8,3887,0.949,URTI,A,A,True,True,0.18197258953008108,A) URTI
115,disjoint,0.0,8,2813,0.6868,Scombroid food poisoning,D,D,True,True,0.0013624019193230197,D
115,random,0.5,8,3102,0.7573,Scombroid food poisoning,D,D,True,True,0.001104095277696615,D
115,near_dup,4.0,8,3844,0.9385,Scombroid food poisoning,D,D,True,True,0.1706383574346546,D
117,disjoint,0.0,8,2886,0.7046,Panic attack,D,D,True,True,0.018836110597440836,D
117,random,0.5,8,2877,0.7024,Panic attack,D,D,True,True,0.020988151052620196,D
117,near_dup,3.125,8,2856,0.6973,Panic attack,D,D,True,True,0.009154064883801993,D
118,disjoint,0.0,8,3278,0.8003,Bronchospasm / acute asthma exacerbation,E,E,True,True,0.011785702293934719,E
118,random,0.75,8,3313,0.8088,Bronchospasm / acute asthma exacerbation,E,E,True,True,0.045043177115218214,E
118,near_dup,3.5,8,2459,0.6003,Bronchospasm / acute asthma exacerbation,E,E,True,True,0.028149625130993172,E
119,disjoint,0.0,8,2844,0.6943,Anemia,C,C,True,True,0.0375641173322947,C
119,random,1.0,8,2835,0.6921,Anemia,C,C,True,True,0.060244573895943176,C
119,near_dup,3.625,8,3259,0.7957,Anemia,C,C,True,True,0.011127417783654892,C
121,disjoint,0.0,8,3114,0.7603,Acute otitis media,B,C,False,True,0.18833582619481604,C
121,random,1.375,8,3152,0.7695,Acute otitis media,B,C,False,True,0.24955768310519488,C
121,near_dup,4.0,8,2904,0.709,Acute otitis media,B,C,False,True,0.2876813691109419,C
122,disjoint,0.0,8,3007,0.7341,Localized edema,A,E,False,True,0.4348245025612414,E
122,random,0.75,8,3379,0.825,Localized edema,A,A,True,True,0.7471480965614319,A
122,near_dup,3.125,8,3579,0.8738,Localized edema,A,A,True,True,0.13469328210265172,A) Localized edema
123,disjoint,0.0,8,3495,0.8533,Pneumonia,E,E,True,True,0.06877314299345016,E
123,random,0.125,8,3561,0.8694,Pneumonia,E,E,True,True,0.1353205107152462,E
123,near_dup,4.0,8,2621,0.6399,Pneumonia,E,E,True,True,0.05680898204445839,E
124,disjoint,0.0,8,2709,0.6614,Anemia,C,C,True,True,0.049615738709462676,C
124,random,0.25,8,2791,0.6814,Anemia,C,C,True,True,0.1846698721624307,C
124,near_dup,4.0,8,3654,0.8921,Anemia,C,C,True,True,0.2650327051369459,C
125,disjoint,0.0,8,2890,0.7056,Guillain-Barré syndrome,B,B,True,True,0.0006571484244659587,B
125,random,0.75,8,2852,0.6963,Guillain-Barré syndrome,B,B,True,True,0.00048051103976831655,B
125,near_dup,4.0,8,2704,0.6602,Guillain-Barré syndrome,B,B,True,True,0.0052788493212574394,B
126,disjoint,0.0,8,3333,0.8137,Anemia,E,E,True,True,0.012518257812189404,E
126,random,0.25,8,3368,0.8223,Anemia,E,E,True,True,0.04424491396639496,E
126,near_dup,3.0,8,2827,0.6902,Anemia,E,E,True,True,0.1235857717692852,E
127,disjoint,0.0,8,3056,0.7461,Bronchitis,C,B,False,True,0.0007676702748540265,B
127,random,0.25,8,3009,0.7346,Bronchitis,C,B,False,True,0.00046045573935771245,B
127,near_dup,4.0,8,2514,0.6138,Bronchitis,C,B,False,True,0.0006071308845037038,B
128,disjoint,0.0,8,3492,0.8525,Viral pharyngitis,D,D,True,True,0.10139515064656734,D
128,random,1.25,8,3351,0.8181,Viral pharyngitis,D,E,False,True,0.13119556661695242,E
128,near_dup,4.0,8,3062,0.7476,Viral pharyngitis,D,D,True,True,0.10305817192420363,D
129,disjoint,0.0,8,3321,0.8108,Myasthenia gravis,C,C,True,True,0.021609161807639055,C
129,random,1.125,8,3433,0.8381,Myasthenia gravis,C,C,True,True,0.06688220997766336,C
129,near_dup,4.0,8,2490,0.6079,Myasthenia gravis,C,C,True,True,0.3602005022629555,C
130,disjoint,0.0,8,3011,0.7351,Pneumonia,A,E,False,True,0.20439432344549813,"E) URTI (Upper Respiratory Tract Infection)

Given the symptoms such as coughing up blood, chest pain, fever, chills,"
130,random,1.5,8,3179,0.7761,Pneumonia,A,C,False,True,0.24993151985108852,C
130,near_dup,4.0,8,3053,0.7454,Pneumonia,A,A,True,True,0.24945982006631784,"Given the symptoms and history provided, the most likely diagnosis is:

A) Pneumonia

The presence of coughing up blood, significant chest pain that"
131,disjoint,0.0,8,2942,0.7183,Chagas,C,C,True,True,0.007778191967190651,C
131,random,0.875,8,3094,0.7554,Chagas,C,C,True,True,0.0023024489637464285,C
131,near_dup,3.125,8,2773,0.677,Chagas,C,A,False,True,0.17595583524735048,A) HIV (initial infection)
132,disjoint,0.0,8,3655,0.8923,Anaphylaxis,A,A,True,True,0.035209049471404796,A) Anaphylaxis
132,random,1.0,8,3416,0.834,Anaphylaxis,A,A,True,True,0.35098642413157677,A
132,near_dup,4.0,8,2888,0.7051,Anaphylaxis,A,A,True,True,0.07549045287160132,A) Anaphylaxis
133,disjoint,0.0,8,2897,0.7073,Pulmonary embolism,B,B,True,True,0.0015208343383221745,B
133,random,1.25,8,3282,0.8013,Pulmonary embolism,B,B,True,True,0.004905579185560782,B
133,near_dup,3.75,8,3594,0.8774,Pulmonary embolism,B,B,True,True,0.021481897175021913,B
134,disjoint,0.0,8,3050,0.7446,URTI,E,E,True,True,0.1597780410872316,"E) URTI

Based on the symptoms and history provided, the most likely diagnosis is Upper Respiratory Tract Infection (URTI). The patient"
134,random,0.5,8,3004,0.7334,URTI,E,E,True,True,0.35990363019902105,"E) URTI

The symptoms suggest a Upper Respiratory Tract Infection (URTI), including pain in the face, fever, nasal congestion,"
134,near_dup,3.375,8,3566,0.8706,URTI,E,E,True,True,0.2377492684029221,E
135,disjoint,0.0,8,2860,0.6982,Acute pulmonary edema,E,D,False,True,0.07902288286640272,D) Possible NSTEMI / STEMI
135,random,0.25,8,2825,0.6897,Acute pulmonary edema,E,D,False,True,0.04150205594487488,D
135,near_dup,4.0,8,3867,0.9441,Acute pulmonary edema,E,D,False,True,0.1072409339249134,D
136,disjoint,0.0,8,2664,0.6504,Atrial fibrillation,D,D,True,True,0.3372291282285005,D
136,random,1.25,8,2854,0.6968,Atrial fibrillation,D,D,True,True,0.3316771490499377,D
136,near_dup,4.0,8,2470,0.603,Atrial fibrillation,D,D,True,True,0.18475528806447983,D
137,disjoint,0.0,8,3158,0.771,HIV (initial infection),C,A,False,True,0.1836901439470239,A) Chagas
137,random,0.25,8,3130,0.7642,HIV (initial infection),C,C,True,True,0.19353584200143814,C
137,near_dup,3.375,8,2961,0.7229,HIV (initial infection),C,C,True,True,0.0015752033632452367,C
138,disjoint,0.0,8,3027,0.739,Scombroid food poisoning,A,D,False,True,0.0027330174533517493,D
138,random,0.625,8,2994,0.731,Scombroid food poisoning,A,D,False,True,0.01775690414069686,D
138,near_dup,3.25,8,3334,0.814,Scombroid food poisoning,A,A,True,True,0.06564074458583491,A
139,disjoint,0.0,8,3025,0.7385,Viral pharyngitis,A,D,False,True,0.08130128276510125,D) Acute laryngitis
139,random,0.75,8,3069,0.7493,Viral pharyngitis,A,D,False,True,0.24095844756811857,D
139,near_dup,4.0,8,2436,0.5947,Viral pharyngitis,A,A,True,True,0.0983090015345422,A) Viral pharyngitis
140,disjoint,0.0,8,3118,0.7612,Viral pharyngitis,B,B,True,True,0.24664131249301136,B
140,random,0.25,8,2901,0.7083,Viral pharyngitis,B,B,True,True,0.18659092742018402,B
140,near_dup,4.0,8,2587,0.6316,Viral pharyngitis,B,A,False,True,0.20297879274137406,A) URTI
141,disjoint,0.0,8,3159,0.7712,Atrial fibrillation,E,C,False,True,0.026483609806746244,C
141,random,0.625,8,3279,0.8005,Atrial fibrillation,E,C,False,True,0.06058459682390094,C
141,near_dup,4.0,8,2829,0.6907,Atrial fibrillation,E,E,True,True,0.41381870210170746,E
142,disjoint,0.0,8,2898,0.7075,Pulmonary embolism,C,C,True,True,0.012628292864974355,C
142,random,0.75,8,3050,0.7446,Pulmonary embolism,C,C,True,True,0.02152054945480586,C
142,near_dup,4.0,8,3342,0.8159,Pulmonary embolism,C,C,True,True,0.0714229253026133,C
143,disjoint,0.0,8,3157,0.7708,URTI,D,D,True,True,0.27928918606779074,"D) URTI

Given the symptoms of a sore throat, increased sweating, cough with colored or more abundant sputum, fever, and nasal congestion"
143,random,0.5,8,2880,0.7031,URTI,D,D,True,True,0.28641292563135035,"D) URTI

Given the symptoms of a sore throat, cough with colored or more abundant sputum, fever, and nasal congestion, these are"
143,near_dup,4.0,8,3684,0.8994,URTI,D,D,True,True,0.1434569775927154,D) URTI
144,disjoint,0.0,8,3138,0.7661,Possible NSTEMI / STEMI,A,A,True,True,0.058272675644357716,A) Possible NSTEMI / STEMI
144,random,1.75,8,3194,0.7798,Possible NSTEMI / STEMI,A,A,True,True,0.20958684844936215,A
144,near_dup,3.875,8,3192,0.7793,Possible NSTEMI / STEMI,A,A,True,True,0.18400220488365449,A
145,disjoint,0.0,8,3208,0.7832,Pulmonary neoplasm,A,A,True,True,0.17274566881062015,A
145,random,1.375,8,2704,0.6602,Pulmonary neoplasm,A,A,True,True,0.264929573931596,A
145,near_dup,4.0,8,2026,0.4946,Pulmonary neoplasm,A,A,True,True,0.2755382160316344,A
146,disjoint,0.0,8,3147,0.7683,Viral pharyngitis,E,D,False,True,0.30121688429426285,D
146,random,0.625,8,3215,0.7849,Viral pharyngitis,E,D,False,True,0.07979958958458155,D
146,near_dup,4.0,8,2478,0.605,Viral pharyngitis,E,D,False,True,0.2457929439842701,D
147,disjoint,0.0,8,3295,0.8044,Possible NSTEMI / STEMI,A,A,True,True,0.06096127184303839,A) Possible NSTEMI / STEMI
147,random,0.875,8,3264,0.7969,Possible NSTEMI / STEMI,A,A,True,True,0.07634197019176696,A) Possible NSTEMI / STEMI
147,near_dup,3.125,8,3643,0.8894,Possible NSTEMI / STEMI,A,A,True,True,0.33275555819272995,A
148,disjoint,0.0,8,3008,0.7344,Inguinal hernia,C,C,True,True,0.013184783494580188,C
148,random,0.625,8,3257,0.7952,Inguinal hernia,C,C,True,True,0.016520893259439617,C
148,near_dup,3.0,8,3764,0.9189,Inguinal hernia,C,E,False,True,0.6607688963413239,E
149,disjoint,0.0,8,3387,0.8269,Acute COPD exacerbation / infection,D,D,True,True,0.0062113934888650135,D
149,random,1.0,8,3201,0.7815,Acute COPD exacerbation / infection,D,D,True,True,0.0005028238759301473,D
149,near_dup,4.0,8,2615,0.6384,Acute COPD exacerbation / infection,D,D,True,True,0.0023275039104291295,D
150,disjoint,0.0,8,3200,0.7812,Pneumonia,C,C,True,True,0.24397986009716988,C
150,random,0.625,8,3094,0.7554,Pneumonia,C,C,True,True,0.017187907360494137,C
150,near_dup,4.0,8,2679,0.6541,Pneumonia,C,E,False,True,0.26904428383793455,"Given the symptoms and history provided, the most likely diagnosis is:

E) Pulmonary neoplasm

The presence of a persistent cough, coughing up blood"
151,disjoint,0.0,8,2760,0.6738,Influenza,C,B,False,True,0.2793447279868815,B
151,random,0.25,8,2784,0.6797,Influenza,C,B,False,True,0.1773404061095789,B
151,near_dup,3.0,8,2995,0.7312,Influenza,C,B,False,True,0.2252012775039418,B
152,disjoint,0.0,8,2988,0.7295,Chronic rhinosinusitis,D,A,False,True,0.2646388496117078,A
152,random,1.0,8,2901,0.7083,Chronic rhinosinusitis,D,A,False,True,0.35233680239764453,A
152,near_dup,4.0,8,2921,0.7131,Chronic rhinosinusitis,D,A,False,True,0.059547972792542064,A) Acute rhinosinusitis
153,disjoint,0.0,8,3519,0.8591,Pneumonia,B,C,False,True,0.1301218206062913,C
153,random,1.25,8,2971,0.7253,Pneumonia,B,C,False,True,0.021833981798408786,C
153,near_dup,4.0,8,3033,0.7405,Pneumonia,B,B,True,True,0.3267312292009592,B
154,disjoint,0.0,8,3172,0.7744,Viral pharyngitis,E,C,False,True,0.3169826278463006,C
154,random,0.375,8,3043,0.7429,Viral pharyngitis,E,C,False,True,0.3454854761948809,C
154,near_dup,4.0,8,2273,0.5549,Viral pharyngitis,E,E,True,True,0.015153658692725003,E
155,disjoint,0.0,8,3254,0.7944,GERD,D,D,True,True,0.0021423503853128523,D
155,random,1.0,8,3126,0.7632,GERD,D,D,True,True,0.006792202795487867,D
155,near_dup,3.375,8,3527,0.8611,GERD,D,D,True,True,0.009204842794275692,D
156,disjoint,0.0,8,3131,0.7644,Myasthenia gravis,D,D,True,True,0.06707916548384674,D
156,random,0.375,8,3170,0.7739,Myasthenia gravis,D,D,True,True,0.12816246028160094,D
156,near_dup,3.25,8,2947,0.7195,Myasthenia gravis,D,D,True,True,0.026916088153171813,D
157,disjoint,0.0,8,3193,0.7795,Bronchospasm / acute asthma exacerbation,A,A,True,True,0.04542565718595407,A) Bronchospasm / acute asthma exacerbation
157,random,0.75,8,2879,0.7029,Bronchospasm / acute asthma exacerbation,A,A,True,True,0.006631826445018178,A) Bronchospasm / acute asthma exacerbation
157,near_dup,3.5,8,2443,0.5964,Bronchospasm / acute asthma exacerbation,A,A,True,True,0.02378340355207224,A) Bronchospasm / acute asthma exacerbation
158,disjoint,0.0,8,3080,0.752,Acute rhinosinusitis,B,B,True,True,0.002138831769116223,B
158,random,1.0,8,3236,0.79,Acute rhinosinusitis,B,B,True,True,0.10504562733694911,B
158,near_dup,4.0,8,2740,0.6689,Acute rhinosinusitis,B,B,True,True,0.003133689286187291,B
159,disjoint,0.0,8,2985,0.7288,Bronchiectasis,E,B,False,True,0.0018295936197318952,B
159,random,0.5,8,3232,0.7891,Bronchiectasis,E,B,False,True,0.0004341543148598248,B
159,near_dup,4.0,8,2868,0.7002,Bronchiectasis,E,B,False,True,0.011812570039182901,B
160,disjoint,0.0,8,3362,0.8208,Unstable angina,D,E,False,True,0.016114271245896816,E
160,random,0.875,8,3100,0.7568,Unstable angina,D,D,True,True,0.06347563676536083,D
160,near_dup,4.0,8,3098,0.7563,Unstable angina,D,E,False,True,0.027673623524606228,E
161,disjoint,0.0,8,3358,0.8198,Tuberculosis,B,B,True,True,0.0019394073751755059,B
161,random,0.875,8,3047,0.7439,Tuberculosis,B,B,True,True,0.0022432462428696454,B
161,near_dup,4.0,8,3094,0.7554,Tuberculosis,B,B,True,True,0.045385863864794374,B
162,disjoint,0.0,8,3054,0.7456,Possible NSTEMI / STEMI,E,E,True,True,0.0032516959682880042,E
162,random,0.625,8,3149,0.7688,Possible NSTEMI / STEMI,E,E,True,True,0.0008846099117363337,E
162,near_dup,3.875,8,3468,0.8467,Possible NSTEMI / STEMI,E,E,True,True,0.007542861072579399,E
163,disjoint,0.0,8,3166,0.7729,Viral pharyngitis,B,B,True,True,0.18503117066575214,B
163,random,1.0,8,3046,0.7437,Viral pharyngitis,B,B,True,True,0.004407399518186139,B
163,near_dup,4.0,8,2525,0.6165,Viral pharyngitis,B,A,False,True,0.2811720040408545,A
164,disjoint,0.0,8,2686,0.6558,Myocarditis,A,D,False,True,0.06059890950564295,D
164,random,0.5,8,2863,0.699,Myocarditis,A,D,False,True,0.054032721872090406,D
164,near_dup,4.0,8,2632,0.6426,Myocarditis,A,D,False,True,0.002618512837216258,D
165,disjoint,0.0,8,3464,0.8457,Bronchospasm / acute asthma exacerbation,D,D,True,True,0.04579923005584874,D
165,random,0.75,8,3136,0.7656,Bronchospasm / acute asthma exacerbation,D,D,True,True,0.019923442657612256,D
165,near_dup,3.5,8,2730,0.6665,Bronchospasm / acute asthma exacerbation,D,D,True,True,0.006626311818745734,D
166,disjoint,0.0,8,2840,0.6934,Pulmonary embolism,B,B,True,True,0.03010476106464921,B
166,random,0.875,8,3166,0.7729,Pulmonary embolism,B,B,True,True,0.0022576144547201693,B
166,near_dup,4.0,8,3470,0.8472,Pulmonary embolism,B,B,True,True,0.0027803182620118605,B
168,disjoint,0.0,8,2992,0.7305,URTI,B,B,True,True,0.015514801838435233,B
168,random,0.625,8,2694,0.6577,URTI,B,B,True,True,0.022969858953729272,B
168,near_dup,4.0,8,2994,0.731,URTI,B,B,True,True,0.13796056877585272,B
169,disjoint,0.0,8,2967,0.7244,URTI,D,D,True,True,0.25268223273967294,D) URTI
169,random,0.875,8,3080,0.752,URTI,D,B,False,True,0.23747260123491287,B
169,near_dup,4.0,8,3506,0.856,URTI,D,B,False,True,0.14790143398568034,B
170,disjoint,0.0,8,3358,0.8198,Viral pharyngitis,C,A,False,True,0.19251500174206626,A) URTI
170,random,1.125,8,3276,0.7998,Viral pharyngitis,C,A,False,True,0.18113543138674024,A) URTI
170,near_dup,4.0,8,2407,0.5876,Viral pharyngitis,C,A,False,True,0.11433571808273275,A) URTI
171,disjoint,0.0,8,3019,0.7371,SLE,A,A,True,True,0.28854274796558455,A) SLE
171,random,1.625,8,3166,0.7729,SLE,A,A,True,True,0.43149691820144653,A
171,near_dup,3.25,8,3628,0.8857,SLE,A,E,False,True,0.7135709449648857,E
172,disjoint,0.0,8,2899,0.7078,Acute pulmonary edema,E,A,False,True,0.058233999084296786,A) Possible NSTEMI / STEMI
172,random,0.75,8,3062,0.7476,Acute pulmonary edema,E,A,False,True,0.08608900021914394,A) Possible NSTEMI / STEMI
172,near_dup,4.0,8,2971,0.7253,Acute pulmonary edema,E,A,False,True,0.15972251289833822,A) Possible NSTEMI / STEMI
173,disjoint,0.0,8,3042,0.7427,Bronchospasm / acute asthma exacerbation,B,B,True,True,0.01107928892304244,B
173,random,1.25,8,2891,0.7058,Bronchospasm / acute asthma exacerbation,B,B,True,True,0.1491444915785891,B
173,near_dup,3.25,8,2786,0.6802,Bronchospasm / acute asthma exacerbation,B,B,True,True,0.034657668794444874,B
174,disjoint,0.0,8,3217,0.7854,Myasthenia gravis,D,A,False,True,0.07145063591687834,A) Guillain-Barré syndrome
174,random,0.875,8,3376,0.8242,Myasthenia gravis,D,A,False,True,0.38381607830524445,A
174,near_dup,4.0,8,2442,0.5962,Myasthenia gravis,D,D,True,True,0.0776810292953769,D
175,disjoint,0.0,8,3019,0.7371,Bronchitis,C,B,False,True,0.04423371108714491,B
175,random,1.25,8,2942,0.7183,Bronchitis,C,B,False,True,0.0006141783305793069,B
175,near_dup,3.0,8,2609,0.637,Bronchitis,C,B,False,True,0.015034679439850152,B
176,disjoint,0.0,8,3106,0.7583,Bronchospasm / acute asthma exacerbation,A,A,True,True,0.017530029960065474,A) Bronchospasm / acute asthma exacerbation
176,random,1.375,8,2886,0.7046,Bronchospasm / acute asthma exacerbation,A,A,True,True,0.05271002952091349,A) Bronchospasm / acute asthma exacerbation
176,near_dup,4.0,8,3156,0.7705,Bronchospasm / acute asthma exacerbation,A,A,True,True,0.34355861499472207,A
177,disjoint,0.0,8,3359,0.8201,Anaphylaxis,E,D,False,True,0.024558424258430023,D
177,random,0.375,8,3526,0.8608,Anaphylaxis,E,D,False,True,0.0890278136357665,D
177,near_dup,4.0,8,2558,0.6245,Anaphylaxis,E,E,True,True,0.3219088987370924,E
178,disjoint,0.0,8,2957,0.7219,Viral pharyngitis,A,B,False,True,0.4512616693973541,B
178,random,1.125,8,3402,0.8306,Viral pharyngitis,A,A,True,True,0.11105614567264234,A) Viral pharyngitis
178,near_dup,4.0,8,2509,0.6125,Viral pharyngitis,A,B,False,True,0.3579687446472235,B
179,disjoint,0.0,8,2653,0.6477,Acute laryngitis,C,C,True,True,0.1956080198287964,C
179,random,1.125,8,2861,0.6985,Acute laryngitis,C,C,True,True,0.34003490606846754,C
179,near_dup,4.0,8,2486,0.6069,Acute laryngitis,C,E,False,True,0.16099299955385504,E
180,disjoint,0.0,8,2658,0.6489,Acute COPD exacerbation / infection,D,D,True,True,0.004123061641280401,D
180,random,0.625,8,2769,0.676,Acute COPD exacerbation / infection,D,D,True,True,0.0053643493219368565,D
180,near_dup,4.0,8,3492,0.8525,Acute COPD exacerbation / infection,D,D,True,True,0.03774283312318971,D
181,disjoint,0.0,8,2935,0.7166,Stable angina,C,C,True,True,0.16350585408508778,C
181,random,1.125,8,2931,0.7156,Stable angina,C,C,True,True,0.003637972113210708,C
181,near_dup,4.0,8,2957,0.7219,Stable angina,C,C,True,True,0.06431566271930933,C
182,disjoint,0.0,8,3313,0.8088,SLE,E,D,False,True,0.21528784069940898,"Given the symptoms and history provided, the most likely diagnosis is:

D) Possible NSTEMI / STEMI

The presence of chest pain that radiates to"
182,random,0.875,8,2870,0.7007,SLE,E,D,False,True,1.011784315109253,D
182,near_dup,3.25,8,3039,0.7419,SLE,E,E,True,True,0.44203810103790603,E) SLE
183,disjoint,0.0,8,3095,0.7556,Anaphylaxis,D,D,True,True,0.1181256317986481,D
183,random,1.875,8,3184,0.7773,Anaphylaxis,D,D,True,True,0.049368935600504926,D
183,near_dup,4.0,8,3514,0.8579,Anaphylaxis,D,D,True,True,0.05459029483154154,D
184,disjoint,0.0,8,3326,0.812,Anaphylaxis,E,E,True,True,0.0016202333749362197,E
184,random,0.375,8,3085,0.7532,Anaphylaxis,E,E,True,True,0.0006788993826489786,E
184,near_dup,3.625,8,3631,0.8865,Anaphylaxis,E,E,True,True,0.0022056633822273852,E
185,disjoint,0.0,8,3226,0.7876,Acute laryngitis,B,B,True,True,0.15241696313023567,B
185,random,0.875,8,2963,0.7234,Acute laryngitis,B,B,True,True,0.09929882735013962,B
185,near_dup,4.0,8,2490,0.6079,Acute laryngitis,B,B,True,True,0.5749588012695312,B
186,disjoint,0.0,8,3240,0.791,Viral pharyngitis,D,A,False,True,0.481502965092659,A
186,random,1.125,8,3039,0.7419,Viral pharyngitis,D,D,True,True,0.036241330089978874,D
186,near_dup,4.0,8,2488,0.6074,Viral pharyngitis,D,D,True,True,0.47183680534362793,D
187,disjoint,0.0,8,2941,0.718,Acute pulmonary edema,D,E,False,True,0.0026901274686679244,E
187,random,1.125,8,3284,0.8018,Acute pulmonary edema,D,E,False,True,0.0004999408492949442,E
187,near_dup,4.0,8,3667,0.8953,Acute pulmonary edema,D,D,True,True,0.04755351762287319,D
188,disjoint,0.0,8,3080,0.752,Pancreatic neoplasm,C,C,True,True,0.015485601219751288,C
188,random,0.125,8,2988,0.7295,Pancreatic neoplasm,C,C,True,True,0.005092219147599053,C
188,near_dup,3.5,8,3276,0.7998,Pancreatic neoplasm,C,C,True,True,0.11846321527991677,C
