grid_row_id,amount_scale_factor,amount_scale_factor_text,base_x_now,base_x_now_text,base_y_later,base_y_later_text,x_now,x_now_text,y_later,y_later_text,amount_multiplier,amount_multiplier_text,t_delay,time_delay_format,repeat_idx,user_pov,prompt_format,prompt,response,response_for_parse,thinking_trace_removed_for_parse,choice,choice_binary,patch_layer,prompt_len,question_mark_token_idx,question_mark_token_text,sentence_period_token_idx,sentence_period_token_text,baseline_candidate_immediate_text,baseline_candidate_delayed_text,baseline_immediate_sum_logprob,baseline_immediate_avg_logprob,baseline_immediate_token_count,baseline_delayed_sum_logprob,baseline_delayed_avg_logprob,baseline_delayed_token_count,baseline_delayed_minus_immediate_sum_logprob,baseline_delayed_minus_immediate_avg_logprob,baseline_forced_choice_prefers_delayed_sum,baseline_forced_choice_prefers_delayed_avg,baseline_forced_choice_p_delayed_from_sum,baseline_forced_choice_patch_applied
scale=0.7|mult=1|t=1095 days|repeat=1,0.7,0.7,100,100,100,100,70,70,70.0,70,1.0,1,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70$ in 1095 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,48,31,?,38,.,70$ now,70$ in 1095 days,-11.663901329040527,-2.915975332260132,4,-20.104467391967773,-2.010446786880493,10,-8.440566062927246,0.9055285453796387,0.0,1.0,0.00021588127212171266,False
scale=0.7|mult=1|t=1825 days|repeat=1,0.7,0.7,100,100,100,100,70,70,70.0,70,1.0,1,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70$ in 1825 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,48,31,?,38,.,70$ now,70$ in 1825 days,-10.55001449584961,-2.6375036239624023,4,-18.817792892456055,-1.8817793130874634,10,-8.267778396606445,0.755724310874939,0.0,1.0,0.00025658898882791596,False
scale=0.7|mult=1|t=2 days|repeat=1,0.7,0.7,100,100,100,100,70,70,70.0,70,1.0,1,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70$ in 2 days. What should I choose? Answer in just a few words.,Take it now.,Take it now.,False,x_now,0.0,40,45,28,?,35,.,70$ now,70$ in 2 days,-8.858949661254883,-2.2147374153137207,4,-16.517234802246094,-2.359605073928833,7,-7.658285140991211,-0.1448676586151123,0.0,0.0,0.000471893541301145,False
scale=0.7|mult=1|t=30 days|repeat=1,0.7,0.7,100,100,100,100,70,70,70.0,70,1.0,1,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70$ in 30 days. What should I choose? Answer in just a few words.,Take the money now.,Take the money now.,False,x_now,0.0,40,46,29,?,36,.,70$ now,70$ in 30 days,-8.49455451965332,-2.12363862991333,4,-15.635623931884766,-1.9544529914855957,8,-7.141069412231445,0.16918563842773438,0.0,1.0,0.0007912781538838438,False
scale=0.7|mult=1|t=365 days|repeat=1,0.7,0.7,100,100,100,100,70,70,70.0,70,1.0,1,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70$ in 365 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,47,30,?,37,.,70$ now,70$ in 365 days,-11.253795623779297,-2.813448905944824,4,-20.837085723876953,-2.3152318000793457,9,-9.583290100097656,0.4982171058654785,0.0,1.0,6.886524267265313e-05,False
scale=0.7|mult=1|t=3650 days|repeat=1,0.7,0.7,100,100,100,100,70,70,70.0,70,1.0,1,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70$ in 3650 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,48,31,?,38,.,70$ now,70$ in 3650 days,-9.839749336242676,-2.459937334060669,4,-19.77968406677246,-1.977968454360962,10,-9.939934730529785,0.48196887969970703,0.0,1.0,4.820812706476162e-05,False
scale=0.7|mult=1|t=7 days|repeat=1,0.7,0.7,100,100,100,100,70,70,70.0,70,1.0,1,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70$ in 7 days. What should I choose? Answer in just a few words.,Take it now.,Take it now.,False,x_now,0.0,40,45,28,?,35,.,70$ now,70$ in 7 days,-7.978763580322266,-1.9946908950805664,4,-14.91665267944336,-2.130950450897217,7,-6.937889099121094,-0.1362595558166504,0.0,0.0,0.0009693750772468332,False
scale=0.7|mult=1|t=730 days|repeat=1,0.7,0.7,100,100,100,100,70,70,70.0,70,1.0,1,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70$ in 730 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,47,30,?,37,.,70$ now,70$ in 730 days,-10.069581985473633,-2.517395496368408,4,-20.291759490966797,-2.2546398639678955,9,-10.222177505493164,0.2627556324005127,0.0,1.0,3.63537258516494e-05,False
scale=0.7|mult=1|t=8 hours|repeat=1,0.7,0.7,100,100,100,100,70,70,70.0,70,1.0,1,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70$ in 8 hours. What should I choose? Answer in just a few words.,Take it now.,Take it now.,False,x_now,0.0,40,45,28,?,35,.,70$ now,70$ in 8 hours,-9.580205917358398,-2.3950514793395996,4,-17.111806869506836,-2.4445438385009766,7,-7.5316009521484375,-0.04949235916137695,0.0,0.0,0.0005355926386994594,False
scale=0.7|mult=1|t=90 days|repeat=1,0.7,0.7,100,100,100,100,70,70,70.0,70,1.0,1,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70$ in 90 days. What should I choose? Answer in just a few words.,Take the money now.,Take the money now.,False,x_now,0.0,40,46,29,?,36,.,70$ now,70$ in 90 days,-10.854052543640137,-2.713513135910034,4,-18.684206008911133,-2.3355257511138916,8,-7.830153465270996,0.3779873847961426,0.0,1.0,0.00039740646858017384,False
scale=0.7|mult=1.01|t=1 day|repeat=1,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 1 day. What should I choose? Answer in just a few words.,Take the 70.7$ in 1 day.,Take the 70.7$ in 1 day.,False,y_later,1.0,40,47,30,?,37,.,70$ now,70.7$ in 1 day,-7.697115898132324,-1.924278974533081,4,-6.115792274475098,-0.6795324683189392,9,1.5813236236572266,1.2447465062141418,1.0,1.0,0.8293918936895155,False
scale=0.7|mult=1.01|t=1 hour|repeat=1,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 1 hour. What should I choose? Answer in just a few words.,Take the 70.7$ in 1 hour.,Take the 70.7$ in 1 hour.,False,y_later,1.0,40,47,30,?,37,.,70$ now,70.7$ in 1 hour,-8.120765686035156,-2.030191421508789,4,-5.797478675842285,-0.6441643238067627,9,2.323287010192871,1.3860270977020264,1.0,1.0,0.9107873833679149,False
scale=0.7|mult=1.01|t=1095 days|repeat=1,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 1095 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,50,33,?,40,.,70$ now,70.7$ in 1095 days,-6.539553165435791,-1.6348882913589478,4,-11.562854766845703,-0.9635712504386902,12,-5.023301601409912,0.6713170409202576,0.0,1.0,0.006539707843022804,False
scale=0.7|mult=1.01|t=1825 days|repeat=1,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 1825 days. What should I choose? Answer in just a few words.,Take the 70.7$ in 1825 days.,Take the 70.7$ in 1825 days.,False,y_later,1.0,40,50,33,?,40,.,70$ now,70.7$ in 1825 days,-7.099642753601074,-1.7749106884002686,4,-10.424398422241211,-0.8686999082565308,12,-3.3247556686401367,0.9062107801437378,0.0,1.0,0.03473161989280109,False
scale=0.7|mult=1.01|t=2 days|repeat=1,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 2 days. What should I choose? Answer in just a few words.,Take the 70.7$ in 2 days.,Take the 70.7$ in 2 days.,False,y_later,1.0,40,47,30,?,37,.,70$ now,70.7$ in 2 days,-7.451786041259766,-1.8629465103149414,4,-5.291605472564697,-0.5879561901092529,9,2.1601805686950684,1.2749903202056885,1.0,1.0,0.8966162876496531,False
scale=0.7|mult=1.01|t=30 days|repeat=1,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 30 days. What should I choose? Answer in just a few words.,Take the 70.7$ in 30 days.,Take the 70.7$ in 30 days.,False,y_later,1.0,40,48,31,?,38,.,70$ now,70.7$ in 30 days,-5.1000285148620605,-1.2750071287155151,4,-5.575821399688721,-0.5575821399688721,10,-0.47579288482666016,0.7174249887466431,0.0,1.0,0.38324606512564746,False
scale=0.7|mult=1.01|t=365 days|repeat=1,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 365 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,49,32,?,39,.,70$ now,70.7$ in 365 days,-5.84843635559082,-1.462109088897705,4,-11.238895416259766,-1.0217177867889404,11,-5.390459060668945,0.44039130210876465,0.0,1.0,0.00453918147284726,False
scale=0.7|mult=1.01|t=3650 days|repeat=1,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 3650 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,50,33,?,40,.,70$ now,70.7$ in 3650 days,-6.60173225402832,-1.65043306350708,4,-13.213433265686035,-1.1011195182800293,12,-6.611701011657715,0.5493135452270508,0.0,1.0,0.0013427377508056727,False
scale=0.7|mult=1.01|t=7 days|repeat=1,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 7 days. What should I choose? Answer in just a few words.,Take the 70.7$ in 7 days.,Take the 70.7$ in 7 days.,False,y_later,1.0,40,47,30,?,37,.,70$ now,70.7$ in 7 days,-6.626618385314941,-1.6566545963287354,4,-3.831423282623291,-0.4257136881351471,9,2.7951951026916504,1.2309409081935883,1.0,1.0,0.9424156235599537,False
scale=0.7|mult=1.01|t=730 days|repeat=1,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 730 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,49,32,?,39,.,70$ now,70.7$ in 730 days,-6.301393032073975,-1.5753482580184937,4,-11.428585052490234,-1.0389623641967773,11,-5.12719202041626,0.5363858938217163,0.0,1.0,0.005898202203852282,False
scale=0.7|mult=1.01|t=8 hours|repeat=1,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 8 hours. What should I choose? Answer in just a few words.,Take the 70.7$ in 8 hours.,Take the 70.7$ in 8 hours.,False,y_later,1.0,40,47,30,?,37,.,70$ now,70.7$ in 8 hours,-7.8660101890563965,-1.9665025472640991,4,-6.425636291503906,-0.7139595746994019,9,1.4403738975524902,1.2525429725646973,1.0,1.0,0.8085125449386658,False
scale=0.7|mult=1.01|t=90 days|repeat=1,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 90 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,48,31,?,38,.,70$ now,70.7$ in 90 days,-5.140207290649414,-1.2850518226623535,4,-7.551116943359375,-0.7551116943359375,10,-2.410909652709961,0.529940128326416,0.0,1.0,0.08234455507501323,False
scale=0.7|mult=1.1|t=1 day|repeat=1,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 1 day. What should I choose? Answer in just a few words.,Take the 77$ in 1 day.,Take the 77$ in 1 day.,False,y_later,1.0,40,45,28,?,35,.,70$ now,77$ in 1 day,-5.75974702835083,-1.4399367570877075,4,-5.571649074554443,-0.7959498763084412,7,0.18809795379638672,0.6439868807792664,1.0,1.0,0.5468863300850532,False
scale=0.7|mult=1.1|t=1 hour|repeat=1,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 1 hour. What should I choose? Answer in just a few words.,Take the 77$ in 1 hour.,Take the 77$ in 1 hour.,False,y_later,1.0,40,45,28,?,35,.,70$ now,77$ in 1 hour,-6.641715049743652,-1.660428762435913,4,-5.79665470123291,-0.8280935883522034,7,0.8450603485107422,0.8323351740837097,1.0,1.0,0.6995299123367201,False
scale=0.7|mult=1.1|t=1095 days|repeat=1,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 1095 days. What should I choose? Answer in just a few words.,Take the $70 now.,Take the $70 now.,False,x_now,0.0,40,48,31,?,38,.,70$ now,77$ in 1095 days,-6.787660121917725,-1.6969150304794312,4,-9.677886962890625,-0.9677886962890625,10,-2.8902268409729004,0.7291263341903687,0.0,1.0,0.05263880519040938,False
scale=0.7|mult=1.1|t=1825 days|repeat=1,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 1825 days. What should I choose? Answer in just a few words.,Take the $70 now.,Take the $70 now.,False,x_now,0.0,40,48,31,?,38,.,70$ now,77$ in 1825 days,-6.421125411987305,-1.6052813529968262,4,-9.42383098602295,-0.9423831105232239,10,-3.0027055740356445,0.6628982424736023,0.0,1.0,0.04730379393716148,False
scale=0.7|mult=1.1|t=2 days|repeat=1,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 2 days. What should I choose? Answer in just a few words.,Take the 77$ in 2 days.,Take the 77$ in 2 days.,False,y_later,1.0,40,45,28,?,35,.,70$ now,77$ in 2 days,-5.8930864334106445,-1.4732716083526611,4,-5.296925067901611,-0.7567036151885986,7,0.5961613655090332,0.7165679931640625,1.0,1.0,0.6447775969232729,False
scale=0.7|mult=1.1|t=30 days|repeat=1,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 30 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,46,29,?,36,.,70$ now,77$ in 30 days,-5.1495537757873535,-1.2873884439468384,4,-6.615869045257568,-0.826983630657196,8,-1.4663152694702148,0.46040481328964233,0.0,1.0,0.1875033210132692,False
scale=0.7|mult=1.1|t=365 days|repeat=1,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 365 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,47,30,?,37,.,70$ now,77$ in 365 days,-6.661534309387207,-1.6653835773468018,4,-10.352651596069336,-1.1502946615219116,9,-3.691117286682129,0.5150889158248901,0.0,1.0,0.02433705050886172,False
scale=0.7|mult=1.1|t=3650 days|repeat=1,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 3650 days. What should I choose? Answer in just a few words.,Take the $70 now.,Take the $70 now.,False,x_now,0.0,40,48,31,?,38,.,70$ now,77$ in 3650 days,-6.177595138549805,-1.5443987846374512,4,-9.745429992675781,-0.974543035030365,10,-3.5678348541259766,0.5698557496070862,0.0,1.0,0.027442538406177483,False
scale=0.7|mult=1.1|t=7 days|repeat=1,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 7 days. What should I choose? Answer in just a few words.,Take the 77$ in 7 days.,Take the 77$ in 7 days.,False,y_later,1.0,40,45,28,?,35,.,70$ now,77$ in 7 days,-5.554152965545654,-1.3885382413864136,4,-4.394965648651123,-0.6278522610664368,7,1.1591873168945312,0.7606859803199768,1.0,1.0,0.7611850147262957,False
scale=0.7|mult=1.1|t=730 days|repeat=1,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 730 days. What should I choose? Answer in just a few words.,Take the $70 now.,Take the $70 now.,False,x_now,0.0,40,47,30,?,37,.,70$ now,77$ in 730 days,-5.87932825088501,-1.4698320627212524,4,-8.41034984588623,-0.9344833493232727,9,-2.5310215950012207,0.5353487133979797,0.0,1.0,0.07371186332115813,False
scale=0.7|mult=1.1|t=8 hours|repeat=1,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 8 hours. What should I choose? Answer in just a few words.,Take the 77$ in 8 hours.,Take the 77$ in 8 hours.,False,y_later,1.0,40,45,28,?,35,.,70$ now,77$ in 8 hours,-7.315001010894775,-1.8287502527236938,4,-7.094465255737305,-1.0134950876235962,7,0.2205357551574707,0.8152551651000977,1.0,1.0,0.5549115623347335,False
scale=0.7|mult=1.1|t=90 days|repeat=1,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 90 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,46,29,?,36,.,70$ now,77$ in 90 days,-6.236886501312256,-1.559221625328064,4,-9.359536170959473,-1.169942021369934,8,-3.122649669647217,0.3892796039581299,0.0,1.0,0.042182586706906125,False
scale=0.7|mult=1.5|t=1 day|repeat=1,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 1 day. What should I choose? Answer in just a few words.,Take the 105$ in 1 day.,Take the 105$ in 1 day.,False,y_later,1.0,40,46,29,?,36,.,70$ now,105$ in 1 day,-8.298476219177246,-2.0746190547943115,4,-5.578004837036133,-0.6972506046295166,8,2.7204713821411133,1.377368450164795,1.0,1.0,0.9382238606180857,False
scale=0.7|mult=1.5|t=1 hour|repeat=1,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 1 hour. What should I choose? Answer in just a few words.,Take the 105$ in 1 hour.,Take the 105$ in 1 hour.,False,y_later,1.0,40,46,29,?,36,.,70$ now,105$ in 1 hour,-9.910661697387695,-2.477665424346924,4,-5.205215930938721,-0.6506519913673401,8,4.705445766448975,1.8270134329795837,1.0,1.0,0.9910352134234929,False
scale=0.7|mult=1.5|t=1095 days|repeat=1,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 1095 days. What should I choose? Answer in just a few words.,Take the $70 now.,Take the $70 now.,False,x_now,0.0,40,49,32,?,39,.,70$ now,105$ in 1095 days,-6.889942169189453,-1.7224855422973633,4,-7.846156120300293,-0.7132869362831116,11,-0.9562139511108398,1.0091986060142517,0.0,1.0,0.2776368649194152,False
scale=0.7|mult=1.5|t=1825 days|repeat=1,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 1825 days. What should I choose? Answer in just a few words.,Take the $70 now.,Take the $70 now.,False,x_now,0.0,40,49,32,?,39,.,70$ now,105$ in 1825 days,-6.406286716461182,-1.6015716791152954,4,-8.819768905639648,-0.8017972111701965,11,-2.413482189178467,0.7997744679450989,0.0,1.0,0.08215037285416664,False
scale=0.7|mult=1.5|t=2 days|repeat=1,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 2 days. What should I choose? Answer in just a few words.,Take the 105$ in 2 days.,Take the 105$ in 2 days.,False,y_later,1.0,40,46,29,?,36,.,70$ now,105$ in 2 days,-10.013813018798828,-2.503453254699707,4,-4.695271968841553,-0.5869089961051941,8,5.318541049957275,1.916544258594513,1.0,1.0,0.9951239947065449,False
scale=0.7|mult=1.5|t=30 days|repeat=1,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 30 days. What should I choose? Answer in just a few words.,Take the 105$ in 30 days.,Take the 105$ in 30 days.,False,y_later,1.0,40,47,30,?,37,.,70$ now,105$ in 30 days,-8.033441543579102,-2.0083603858947754,4,-4.1165947914123535,-0.4573994278907776,9,3.916846752166748,1.5509609580039978,1.0,1.0,0.9804846709967442,False
scale=0.7|mult=1.5|t=365 days|repeat=1,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 365 days. What should I choose? Answer in just a few words.,Take the $70 now.,Take the $70 now.,False,x_now,0.0,40,48,31,?,38,.,70$ now,105$ in 365 days,-6.870692253112793,-1.7176730632781982,4,-10.021503448486328,-1.0021504163742065,10,-3.150811195373535,0.7155226469039917,0.0,1.0,0.04105932673967383,False
scale=0.7|mult=1.5|t=3650 days|repeat=1,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 3650 days. What should I choose? Answer in just a few words.,Take the $70 now.,Take the $70 now.,False,x_now,0.0,40,49,32,?,39,.,70$ now,105$ in 3650 days,-6.363913536071777,-1.5909783840179443,4,-11.465826988220215,-1.0423479080200195,11,-5.1019134521484375,0.5486304759979248,0.0,1.0,0.006048287501390034,False
scale=0.7|mult=1.5|t=7 days|repeat=1,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 7 days. What should I choose? Answer in just a few words.,Take the 105$ in 7 days.,Take the 105$ in 7 days.,False,y_later,1.0,40,46,29,?,36,.,70$ now,105$ in 7 days,-7.301578521728516,-1.825394630432129,4,-3.583933115005493,-0.44799163937568665,8,3.7176454067230225,1.3774029910564423,1.0,1.0,0.9762849679120709,False
scale=0.7|mult=1.5|t=730 days|repeat=1,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 730 days. What should I choose? Answer in just a few words.,Take the $70 now.,Take the $70 now.,False,x_now,0.0,40,48,31,?,38,.,70$ now,105$ in 730 days,-6.52470588684082,-1.631176471710205,4,-7.809975624084473,-0.7809975743293762,10,-1.2852697372436523,0.8501788973808289,0.0,1.0,0.2166545329624495,False
scale=0.7|mult=1.5|t=8 hours|repeat=1,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 8 hours. What should I choose? Answer in just a few words.,Take the 105$ in 8 hours.,Take the 105$ in 8 hours.,False,y_later,1.0,40,46,29,?,36,.,70$ now,105$ in 8 hours,-10.341300010681152,-2.585325002670288,4,-6.120426654815674,-0.7650533318519592,8,4.2208733558654785,1.8202716708183289,1.0,1.0,0.9855267386475892,False
scale=0.7|mult=1.5|t=90 days|repeat=1,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 90 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,47,30,?,37,.,70$ now,105$ in 90 days,-7.6686177253723145,-1.9171544313430786,4,-6.0178351402282715,-0.668648362159729,9,1.650782585144043,1.2485060691833496,1.0,1.0,0.8389967909916815,False
scale=0.7|mult=2|t=1 day|repeat=1,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 1 day. What should I choose? Answer in just a few words.,Take the 140$ in 1 day.,Take the 140$ in 1 day.,False,y_later,1.0,40,46,29,?,36,.,70$ now,140$ in 1 day,-7.313724040985107,-1.8284310102462769,4,-4.867651462554932,-0.6084564328193665,8,2.446072578430176,1.2199745774269104,1.0,1.0,0.9202737712750299,False
scale=0.7|mult=2|t=1 hour|repeat=1,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 1 hour. What should I choose? Answer in just a few words.,Take the 140$ in 1 hour.,Take the 140$ in 1 hour.,False,y_later,1.0,40,46,29,?,36,.,70$ now,140$ in 1 hour,-8.594195365905762,-2.1485488414764404,4,-5.065885066986084,-0.6332356333732605,8,3.5283102989196777,1.51531320810318,1.0,1.0,0.971482637899412,False
scale=0.7|mult=2|t=1095 days|repeat=1,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 1095 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70$ now.,False,x_now,0.0,40,49,32,?,39,.,70$ now,140$ in 1095 days,-6.65015172958374,-1.662537932395935,4,-6.496638298034668,-0.5906034708023071,11,0.15351343154907227,1.071934461593628,1.0,1.0,0.5383031651906616,False
scale=0.7|mult=2|t=1825 days|repeat=1,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 1825 days. What should I choose? Answer in just a few words.,Take the $70 now.,Take the $70 now.,False,x_now,0.0,40,49,32,?,39,.,70$ now,140$ in 1825 days,-5.822619438171387,-1.4556548595428467,4,-5.697885513305664,-0.5179896354675293,11,0.12473392486572266,0.9376652240753174,1.0,1.0,0.53114311320418,False
scale=0.7|mult=2|t=2 days|repeat=1,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 2 days. What should I choose? Answer in just a few words.,Take the 140$ in 2 days.,Take the 140$ in 2 days.,False,y_later,1.0,40,46,29,?,36,.,70$ now,140$ in 2 days,-7.082458972930908,-1.770614743232727,4,-3.923511505126953,-0.49043893814086914,8,3.158947467803955,1.280175805091858,1.0,1.0,0.9592598329206051,False
