patch_case_id,patch_family,patch_subtype,clean_grid_row_id,corrupt_grid_row_id,clean_choice,corrupt_choice,clean_choice_binary,corrupt_choice_binary,clean_amount_scale_factor_text,corrupt_amount_scale_factor_text,clean_amount_multiplier_text,corrupt_amount_multiplier_text,clean_t_delay,corrupt_t_delay,clean_x_now_text,clean_y_later_text,corrupt_x_now_text,corrupt_y_later_text,repeat_idx,clean_prompt,corrupt_prompt,clean_response,corrupt_response,case_clean_minus_corrupt_binary
y_00058,corrupt_y,low_y_into_high_y,scale=1.4|mult=1.01|t=365 days|repeat=1,scale=1.4|mult=100|t=365 days|repeat=1,x_now,y_later,0.0,1.0,1.4,1.4,1.01,100,365 days,365 days,140,141.4,140,14000,1,I have an offer to take 140$ now or 141.4$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 14000$ in 365 days. What should I choose? Answer in just a few words.,Take the 140$ now.,"Choose 14,000$ in 365 days.",-1.0
y_00059,corrupt_y,high_y_into_low_y,scale=1.4|mult=100|t=730 days|repeat=1,scale=1.4|mult=1.01|t=730 days|repeat=1,y_later,x_now,1.0,0.0,1.4,1.4,100,1.01,730 days,730 days,140,14000,140,141.4,1,I have an offer to take 140$ now or 14000$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 141.4$ in 730 days. What should I choose? Answer in just a few words.,Take the 14000$ in 730 days.,Take the 140$ now.,1.0
y_00060,corrupt_y,low_y_into_high_y,scale=1.4|mult=1.01|t=730 days|repeat=1,scale=1.4|mult=100|t=730 days|repeat=1,x_now,y_later,0.0,1.0,1.4,1.4,1.01,100,730 days,730 days,140,141.4,140,14000,1,I have an offer to take 140$ now or 141.4$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 14000$ in 730 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 14000$ in 730 days.,-1.0
y_00061,corrupt_y,high_y_into_low_y,scale=1.4|mult=100|t=1095 days|repeat=1,scale=1.4|mult=1.01|t=1095 days|repeat=1,y_later,x_now,1.0,0.0,1.4,1.4,100,1.01,1095 days,1095 days,140,14000,140,141.4,1,I have an offer to take 140$ now or 14000$ in 1095 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 141.4$ in 1095 days. What should I choose? Answer in just a few words.,"Choose 14,000$ in 1095 days.",Take the 140$ now.,1.0
y_00062,corrupt_y,low_y_into_high_y,scale=1.4|mult=1.01|t=1095 days|repeat=1,scale=1.4|mult=100|t=1095 days|repeat=1,x_now,y_later,0.0,1.0,1.4,1.4,1.01,100,1095 days,1095 days,140,141.4,140,14000,1,I have an offer to take 140$ now or 141.4$ in 1095 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 14000$ in 1095 days. What should I choose? Answer in just a few words.,Take the 140$ now.,"Choose 14,000$ in 1095 days.",-1.0
y_00063,corrupt_y,high_y_into_low_y,scale=1.4|mult=100|t=1825 days|repeat=1,scale=1.4|mult=1.01|t=1825 days|repeat=1,y_later,x_now,1.0,0.0,1.4,1.4,100,1.01,1825 days,1825 days,140,14000,140,141.4,1,I have an offer to take 140$ now or 14000$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 141.4$ in 1825 days. What should I choose? Answer in just a few words.,Take the 14000$ in 1825 days.,Take the 140$ now.,1.0
y_00064,corrupt_y,low_y_into_high_y,scale=1.4|mult=1.01|t=1825 days|repeat=1,scale=1.4|mult=100|t=1825 days|repeat=1,x_now,y_later,0.0,1.0,1.4,1.4,1.01,100,1825 days,1825 days,140,141.4,140,14000,1,I have an offer to take 140$ now or 141.4$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 14000$ in 1825 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 14000$ in 1825 days.,-1.0
y_00065,corrupt_y,high_y_into_low_y,scale=1.4|mult=100|t=3650 days|repeat=1,scale=1.4|mult=1.01|t=3650 days|repeat=1,y_later,x_now,1.0,0.0,1.4,1.4,100,1.01,3650 days,3650 days,140,14000,140,141.4,1,I have an offer to take 140$ now or 14000$ in 3650 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 141.4$ in 3650 days. What should I choose? Answer in just a few words.,Take the 14000$ in 3650 days.,Take the 140$ now.,1.0
y_00066,corrupt_y,low_y_into_high_y,scale=1.4|mult=1.01|t=3650 days|repeat=1,scale=1.4|mult=100|t=3650 days|repeat=1,x_now,y_later,0.0,1.0,1.4,1.4,1.01,100,3650 days,3650 days,140,141.4,140,14000,1,I have an offer to take 140$ now or 141.4$ in 3650 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 14000$ in 3650 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 14000$ in 3650 days.,-1.0
y_00067,corrupt_y,high_y_into_low_y,scale=2|mult=100|t=2 days|repeat=1,scale=2|mult=1.01|t=2 days|repeat=1,y_later,x_now,1.0,0.0,2,2,100,1.01,2 days,2 days,200,20000,200,202,1,I have an offer to take 200$ now or 20000$ in 2 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 202$ in 2 days. What should I choose? Answer in just a few words.,Choose 20000$ in 2 days.,Take 200$ now.,1.0
y_00068,corrupt_y,low_y_into_high_y,scale=2|mult=1.01|t=2 days|repeat=1,scale=2|mult=100|t=2 days|repeat=1,x_now,y_later,0.0,1.0,2,2,1.01,100,2 days,2 days,200,202,200,20000,1,I have an offer to take 200$ now or 202$ in 2 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 20000$ in 2 days. What should I choose? Answer in just a few words.,Take 200$ now.,Choose 20000$ in 2 days.,-1.0
y_00069,corrupt_y,high_y_into_low_y,scale=2|mult=100|t=30 days|repeat=1,scale=2|mult=1.01|t=30 days|repeat=1,y_later,x_now,1.0,0.0,2,2,100,1.01,30 days,30 days,200,20000,200,202,1,I have an offer to take 200$ now or 20000$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 202$ in 30 days. What should I choose? Answer in just a few words.,"Choose 20,000$ in 30 days.",Take the 200$ now.,1.0
y_00070,corrupt_y,low_y_into_high_y,scale=2|mult=1.01|t=30 days|repeat=1,scale=2|mult=100|t=30 days|repeat=1,x_now,y_later,0.0,1.0,2,2,1.01,100,30 days,30 days,200,202,200,20000,1,I have an offer to take 200$ now or 202$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 20000$ in 30 days. What should I choose? Answer in just a few words.,Take the 200$ now.,"Choose 20,000$ in 30 days.",-1.0
y_00071,corrupt_y,high_y_into_low_y,scale=2|mult=100|t=90 days|repeat=1,scale=2|mult=1.01|t=90 days|repeat=1,y_later,x_now,1.0,0.0,2,2,100,1.01,90 days,90 days,200,20000,200,202,1,I have an offer to take 200$ now or 20000$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 202$ in 90 days. What should I choose? Answer in just a few words.,"Choose 20,000$ in 90 days.",Take the 200$ now.,1.0
y_00072,corrupt_y,low_y_into_high_y,scale=2|mult=1.01|t=90 days|repeat=1,scale=2|mult=100|t=90 days|repeat=1,x_now,y_later,0.0,1.0,2,2,1.01,100,90 days,90 days,200,202,200,20000,1,I have an offer to take 200$ now or 202$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 20000$ in 90 days. What should I choose? Answer in just a few words.,Take the 200$ now.,"Choose 20,000$ in 90 days.",-1.0
y_00073,corrupt_y,high_y_into_low_y,scale=2|mult=100|t=365 days|repeat=1,scale=2|mult=1.01|t=365 days|repeat=1,y_later,x_now,1.0,0.0,2,2,100,1.01,365 days,365 days,200,20000,200,202,1,I have an offer to take 200$ now or 20000$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 202$ in 365 days. What should I choose? Answer in just a few words.,"Take the 20,000$ in 365 days.",Take the 200$ now.,1.0
y_00074,corrupt_y,low_y_into_high_y,scale=2|mult=1.01|t=365 days|repeat=1,scale=2|mult=100|t=365 days|repeat=1,x_now,y_later,0.0,1.0,2,2,1.01,100,365 days,365 days,200,202,200,20000,1,I have an offer to take 200$ now or 202$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 20000$ in 365 days. What should I choose? Answer in just a few words.,Take the 200$ now.,"Take the 20,000$ in 365 days.",-1.0
y_00075,corrupt_y,high_y_into_low_y,scale=2|mult=100|t=730 days|repeat=1,scale=2|mult=1.01|t=730 days|repeat=1,y_later,x_now,1.0,0.0,2,2,100,1.01,730 days,730 days,200,20000,200,202,1,I have an offer to take 200$ now or 20000$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 202$ in 730 days. What should I choose? Answer in just a few words.,Take the 20000$ in 730 days.,Take the 200$ now.,1.0
y_00076,corrupt_y,low_y_into_high_y,scale=2|mult=1.01|t=730 days|repeat=1,scale=2|mult=100|t=730 days|repeat=1,x_now,y_later,0.0,1.0,2,2,1.01,100,730 days,730 days,200,202,200,20000,1,I have an offer to take 200$ now or 202$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 20000$ in 730 days. What should I choose? Answer in just a few words.,Take the 200$ now.,Take the 20000$ in 730 days.,-1.0
y_00077,corrupt_y,high_y_into_low_y,scale=2|mult=100|t=1825 days|repeat=1,scale=2|mult=1.01|t=1825 days|repeat=1,y_later,x_now,1.0,0.0,2,2,100,1.01,1825 days,1825 days,200,20000,200,202,1,I have an offer to take 200$ now or 20000$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 202$ in 1825 days. What should I choose? Answer in just a few words.,Take the 20000$ in 1825 days.,Take the 200$ now.,1.0
y_00078,corrupt_y,low_y_into_high_y,scale=2|mult=1.01|t=1825 days|repeat=1,scale=2|mult=100|t=1825 days|repeat=1,x_now,y_later,0.0,1.0,2,2,1.01,100,1825 days,1825 days,200,202,200,20000,1,I have an offer to take 200$ now or 202$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 20000$ in 1825 days. What should I choose? Answer in just a few words.,Take the 200$ now.,Take the 20000$ in 1825 days.,-1.0
y_00079,corrupt_y,high_y_into_low_y,scale=6|mult=100|t=30 days|repeat=1,scale=6|mult=1.01|t=30 days|repeat=1,y_later,x_now,1.0,0.0,6,6,100,1.01,30 days,30 days,600,60000,600,606,1,I have an offer to take 600$ now or 60000$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 600$ now or 606$ in 30 days. What should I choose? Answer in just a few words.,Choose 60000$ in 30 days.,Take the 600$ now.,1.0
y_00080,corrupt_y,low_y_into_high_y,scale=6|mult=1.01|t=30 days|repeat=1,scale=6|mult=100|t=30 days|repeat=1,x_now,y_later,0.0,1.0,6,6,1.01,100,30 days,30 days,600,606,600,60000,1,I have an offer to take 600$ now or 606$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 600$ now or 60000$ in 30 days. What should I choose? Answer in just a few words.,Take the 600$ now.,Choose 60000$ in 30 days.,-1.0
y_00081,corrupt_y,high_y_into_low_y,scale=6|mult=100|t=90 days|repeat=1,scale=6|mult=1.01|t=90 days|repeat=1,y_later,x_now,1.0,0.0,6,6,100,1.01,90 days,90 days,600,60000,600,606,1,I have an offer to take 600$ now or 60000$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 600$ now or 606$ in 90 days. What should I choose? Answer in just a few words.,Choose 60000$ in 90 days.,Take the 600$ now.,1.0
y_00082,corrupt_y,low_y_into_high_y,scale=6|mult=1.01|t=90 days|repeat=1,scale=6|mult=100|t=90 days|repeat=1,x_now,y_later,0.0,1.0,6,6,1.01,100,90 days,90 days,600,606,600,60000,1,I have an offer to take 600$ now or 606$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 600$ now or 60000$ in 90 days. What should I choose? Answer in just a few words.,Take the 600$ now.,Choose 60000$ in 90 days.,-1.0
y_00083,corrupt_y,high_y_into_low_y,scale=6|mult=100|t=365 days|repeat=1,scale=6|mult=1.01|t=365 days|repeat=1,y_later,x_now,1.0,0.0,6,6,100,1.01,365 days,365 days,600,60000,600,606,1,I have an offer to take 600$ now or 60000$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 600$ now or 606$ in 365 days. What should I choose? Answer in just a few words.,Take the 60000$ in 365 days.,Take the 600$ now.,1.0
y_00084,corrupt_y,low_y_into_high_y,scale=6|mult=1.01|t=365 days|repeat=1,scale=6|mult=100|t=365 days|repeat=1,x_now,y_later,0.0,1.0,6,6,1.01,100,365 days,365 days,600,606,600,60000,1,I have an offer to take 600$ now or 606$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 600$ now or 60000$ in 365 days. What should I choose? Answer in just a few words.,Take the 600$ now.,Take the 60000$ in 365 days.,-1.0
y_00085,corrupt_y,high_y_into_low_y,scale=6|mult=100|t=1095 days|repeat=1,scale=6|mult=1.01|t=1095 days|repeat=1,y_later,x_now,1.0,0.0,6,6,100,1.01,1095 days,1095 days,600,60000,600,606,1,I have an offer to take 600$ now or 60000$ in 1095 days. What should I choose? Answer in just a few words.,I have an offer to take 600$ now or 606$ in 1095 days. What should I choose? Answer in just a few words.,Take the 60000$ in 1095 days.,Take the 600$ now.,1.0
y_00086,corrupt_y,low_y_into_high_y,scale=6|mult=1.01|t=1095 days|repeat=1,scale=6|mult=100|t=1095 days|repeat=1,x_now,y_later,0.0,1.0,6,6,1.01,100,1095 days,1095 days,600,606,600,60000,1,I have an offer to take 600$ now or 606$ in 1095 days. What should I choose? Answer in just a few words.,I have an offer to take 600$ now or 60000$ in 1095 days. What should I choose? Answer in just a few words.,Take the 600$ now.,Take the 60000$ in 1095 days.,-1.0
y_00087,corrupt_y,high_y_into_low_y,scale=6|mult=100|t=1825 days|repeat=1,scale=6|mult=1.01|t=1825 days|repeat=1,y_later,x_now,1.0,0.0,6,6,100,1.01,1825 days,1825 days,600,60000,600,606,1,I have an offer to take 600$ now or 60000$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 600$ now or 606$ in 1825 days. What should I choose? Answer in just a few words.,Take the 60000$ in 1825 days.,Take the 600$ now.,1.0
y_00088,corrupt_y,low_y_into_high_y,scale=6|mult=1.01|t=1825 days|repeat=1,scale=6|mult=100|t=1825 days|repeat=1,x_now,y_later,0.0,1.0,6,6,1.01,100,1825 days,1825 days,600,606,600,60000,1,I have an offer to take 600$ now or 606$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 600$ now or 60000$ in 1825 days. What should I choose? Answer in just a few words.,Take the 600$ now.,Take the 60000$ in 1825 days.,-1.0
y_00089,corrupt_y,high_y_into_low_y,scale=8|mult=100|t=2 days|repeat=1,scale=8|mult=1.01|t=2 days|repeat=1,x_now,y_later,0.0,1.0,8,8,100,1.01,2 days,2 days,800,80000,800,808,1,I have an offer to take 800$ now or 80000$ in 2 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 808$ in 2 days. What should I choose? Answer in just a few words.,Choose 800$ now.,Take the 808$ in 2 days.,-1.0
y_00090,corrupt_y,low_y_into_high_y,scale=8|mult=1.01|t=2 days|repeat=1,scale=8|mult=100|t=2 days|repeat=1,y_later,x_now,1.0,0.0,8,8,1.01,100,2 days,2 days,800,808,800,80000,1,I have an offer to take 800$ now or 808$ in 2 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 80000$ in 2 days. What should I choose? Answer in just a few words.,Take the 808$ in 2 days.,Choose 800$ now.,1.0
y_00091,corrupt_y,high_y_into_low_y,scale=8|mult=100|t=7 days|repeat=1,scale=8|mult=1.01|t=7 days|repeat=1,x_now,y_later,0.0,1.0,8,8,100,1.01,7 days,7 days,800,80000,800,808,1,I have an offer to take 800$ now or 80000$ in 7 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 808$ in 7 days. What should I choose? Answer in just a few words.,Choose 800$ now.,Take the 808$ in 7 days.,-1.0
y_00092,corrupt_y,low_y_into_high_y,scale=8|mult=1.01|t=7 days|repeat=1,scale=8|mult=100|t=7 days|repeat=1,y_later,x_now,1.0,0.0,8,8,1.01,100,7 days,7 days,800,808,800,80000,1,I have an offer to take 800$ now or 808$ in 7 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 80000$ in 7 days. What should I choose? Answer in just a few words.,Take the 808$ in 7 days.,Choose 800$ now.,1.0
y_00093,corrupt_y,high_y_into_low_y,scale=8|mult=100|t=30 days|repeat=1,scale=8|mult=1.01|t=30 days|repeat=1,y_later,x_now,1.0,0.0,8,8,100,1.01,30 days,30 days,800,80000,800,808,1,I have an offer to take 800$ now or 80000$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 808$ in 30 days. What should I choose? Answer in just a few words.,Choose 80000$ in 30 days.,Take the 800$ now.,1.0
y_00094,corrupt_y,low_y_into_high_y,scale=8|mult=1.01|t=30 days|repeat=1,scale=8|mult=100|t=30 days|repeat=1,x_now,y_later,0.0,1.0,8,8,1.01,100,30 days,30 days,800,808,800,80000,1,I have an offer to take 800$ now or 808$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 80000$ in 30 days. What should I choose? Answer in just a few words.,Take the 800$ now.,Choose 80000$ in 30 days.,-1.0
y_00095,corrupt_y,high_y_into_low_y,scale=8|mult=100|t=90 days|repeat=1,scale=8|mult=1.01|t=90 days|repeat=1,y_later,x_now,1.0,0.0,8,8,100,1.01,90 days,90 days,800,80000,800,808,1,I have an offer to take 800$ now or 80000$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 808$ in 90 days. What should I choose? Answer in just a few words.,Choose 80000$ in 90 days.,Take the 800$ now.,1.0
y_00096,corrupt_y,low_y_into_high_y,scale=8|mult=1.01|t=90 days|repeat=1,scale=8|mult=100|t=90 days|repeat=1,x_now,y_later,0.0,1.0,8,8,1.01,100,90 days,90 days,800,808,800,80000,1,I have an offer to take 800$ now or 808$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 80000$ in 90 days. What should I choose? Answer in just a few words.,Take the 800$ now.,Choose 80000$ in 90 days.,-1.0
y_00097,corrupt_y,high_y_into_low_y,scale=8|mult=100|t=365 days|repeat=1,scale=8|mult=1.01|t=365 days|repeat=1,y_later,x_now,1.0,0.0,8,8,100,1.01,365 days,365 days,800,80000,800,808,1,I have an offer to take 800$ now or 80000$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 808$ in 365 days. What should I choose? Answer in just a few words.,Take the 80000$ in 365 days.,Take the 800$ now.,1.0
y_00098,corrupt_y,low_y_into_high_y,scale=8|mult=1.01|t=365 days|repeat=1,scale=8|mult=100|t=365 days|repeat=1,x_now,y_later,0.0,1.0,8,8,1.01,100,365 days,365 days,800,808,800,80000,1,I have an offer to take 800$ now or 808$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 80000$ in 365 days. What should I choose? Answer in just a few words.,Take the 800$ now.,Take the 80000$ in 365 days.,-1.0
y_00099,corrupt_y,high_y_into_low_y,scale=8|mult=100|t=730 days|repeat=1,scale=8|mult=1.01|t=730 days|repeat=1,y_later,x_now,1.0,0.0,8,8,100,1.01,730 days,730 days,800,80000,800,808,1,I have an offer to take 800$ now or 80000$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 808$ in 730 days. What should I choose? Answer in just a few words.,Take the 80000$ in 730 days.,Take the 800$ now.,1.0
y_00100,corrupt_y,low_y_into_high_y,scale=8|mult=1.01|t=730 days|repeat=1,scale=8|mult=100|t=730 days|repeat=1,x_now,y_later,0.0,1.0,8,8,1.01,100,730 days,730 days,800,808,800,80000,1,I have an offer to take 800$ now or 808$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 80000$ in 730 days. What should I choose? Answer in just a few words.,Take the 800$ now.,Take the 80000$ in 730 days.,-1.0
y_00101,corrupt_y,high_y_into_low_y,scale=8|mult=100|t=1095 days|repeat=1,scale=8|mult=1.01|t=1095 days|repeat=1,y_later,x_now,1.0,0.0,8,8,100,1.01,1095 days,1095 days,800,80000,800,808,1,I have an offer to take 800$ now or 80000$ in 1095 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 808$ in 1095 days. What should I choose? Answer in just a few words.,Take the 80000$ in 1095 days.,Take the 800$ now.,1.0
y_00102,corrupt_y,low_y_into_high_y,scale=8|mult=1.01|t=1095 days|repeat=1,scale=8|mult=100|t=1095 days|repeat=1,x_now,y_later,0.0,1.0,8,8,1.01,100,1095 days,1095 days,800,808,800,80000,1,I have an offer to take 800$ now or 808$ in 1095 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 80000$ in 1095 days. What should I choose? Answer in just a few words.,Take the 800$ now.,Take the 80000$ in 1095 days.,-1.0
y_00103,corrupt_y,high_y_into_low_y,scale=8|mult=100|t=1825 days|repeat=1,scale=8|mult=1.01|t=1825 days|repeat=1,y_later,x_now,1.0,0.0,8,8,100,1.01,1825 days,1825 days,800,80000,800,808,1,I have an offer to take 800$ now or 80000$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 808$ in 1825 days. What should I choose? Answer in just a few words.,Take the 80000$ in 1825 days.,Take the 800$ now.,1.0
y_00104,corrupt_y,low_y_into_high_y,scale=8|mult=1.01|t=1825 days|repeat=1,scale=8|mult=100|t=1825 days|repeat=1,x_now,y_later,0.0,1.0,8,8,1.01,100,1825 days,1825 days,800,808,800,80000,1,I have an offer to take 800$ now or 808$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 80000$ in 1825 days. What should I choose? Answer in just a few words.,Take the 800$ now.,Take the 80000$ in 1825 days.,-1.0
y_00105,corrupt_y,high_y_into_low_y,scale=8|mult=100|t=3650 days|repeat=1,scale=8|mult=1.01|t=3650 days|repeat=1,y_later,x_now,1.0,0.0,8,8,100,1.01,3650 days,3650 days,800,80000,800,808,1,I have an offer to take 800$ now or 80000$ in 3650 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 808$ in 3650 days. What should I choose? Answer in just a few words.,Take the 80000$ in 3650 days.,Take the 800$ now.,1.0
y_00106,corrupt_y,low_y_into_high_y,scale=8|mult=1.01|t=3650 days|repeat=1,scale=8|mult=100|t=3650 days|repeat=1,x_now,y_later,0.0,1.0,8,8,1.01,100,3650 days,3650 days,800,808,800,80000,1,I have an offer to take 800$ now or 808$ in 3650 days. What should I choose? Answer in just a few words.,I have an offer to take 800$ now or 80000$ in 3650 days. What should I choose? Answer in just a few words.,Take the 800$ now.,Take the 80000$ in 3650 days.,-1.0
t_00001,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.3|mult=1.01|t=1 hour|repeat=1,scale=0.3|mult=1.01|t=8 hours|repeat=1,x_now,y_later,0.0,1.0,0.3,0.3,1.01,1.01,1 hour,8 hours,30,30.3,30,30.3,1,I have an offer to take 30$ now or 30.3$ in 1 hour. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 30.3$ in 8 hours. What should I choose? Answer in just a few words.,Take the $30 now.,Take the 30.3$ in 8 hours.,-1.0
t_00002,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.3|mult=1.01|t=8 hours|repeat=1,scale=0.3|mult=1.01|t=1 hour|repeat=1,y_later,x_now,1.0,0.0,0.3,0.3,1.01,1.01,8 hours,1 hour,30,30.3,30,30.3,1,I have an offer to take 30$ now or 30.3$ in 8 hours. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 30.3$ in 1 hour. What should I choose? Answer in just a few words.,Take the 30.3$ in 8 hours.,Take the $30 now.,1.0
t_00003,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.3|mult=1.1|t=7 days|repeat=1,scale=0.3|mult=1.1|t=30 days|repeat=1,y_later,x_now,1.0,0.0,0.3,0.3,1.1,1.1,7 days,30 days,30,33,30,33,1,I have an offer to take 30$ now or 33$ in 7 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 33$ in 30 days. What should I choose? Answer in just a few words.,Take the 33$ in 7 days.,Take the 30$ now.,1.0
t_00004,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.3|mult=1.1|t=30 days|repeat=1,scale=0.3|mult=1.1|t=7 days|repeat=1,x_now,y_later,0.0,1.0,0.3,0.3,1.1,1.1,30 days,7 days,30,33,30,33,1,I have an offer to take 30$ now or 33$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 33$ in 7 days. What should I choose? Answer in just a few words.,Take the 30$ now.,Take the 33$ in 7 days.,-1.0
t_00005,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.3|mult=1.5|t=30 days|repeat=1,scale=0.3|mult=1.5|t=90 days|repeat=1,y_later,x_now,1.0,0.0,0.3,0.3,1.5,1.5,30 days,90 days,30,45,30,45,1,I have an offer to take 30$ now or 45$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 45$ in 90 days. What should I choose? Answer in just a few words.,Take the 45$ in 30 days.,Take the 30$ now.,1.0
t_00006,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.3|mult=1.5|t=90 days|repeat=1,scale=0.3|mult=1.5|t=30 days|repeat=1,x_now,y_later,0.0,1.0,0.3,0.3,1.5,1.5,90 days,30 days,30,45,30,45,1,I have an offer to take 30$ now or 45$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 45$ in 30 days. What should I choose? Answer in just a few words.,Take the 30$ now.,Take the 45$ in 30 days.,-1.0
t_00007,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.3|mult=2|t=30 days|repeat=1,scale=0.3|mult=2|t=90 days|repeat=1,y_later,x_now,1.0,0.0,0.3,0.3,2,2,30 days,90 days,30,60,30,60,1,I have an offer to take 30$ now or 60$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 60$ in 90 days. What should I choose? Answer in just a few words.,Take the 60$ in 30 days.,Take the 30$ now.,1.0
t_00008,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.3|mult=2|t=90 days|repeat=1,scale=0.3|mult=2|t=30 days|repeat=1,x_now,y_later,0.0,1.0,0.3,0.3,2,2,90 days,30 days,30,60,30,60,1,I have an offer to take 30$ now or 60$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 60$ in 30 days. What should I choose? Answer in just a few words.,Take the 30$ now.,Take the 60$ in 30 days.,-1.0
t_00009,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.3|mult=5|t=365 days|repeat=1,scale=0.3|mult=5|t=730 days|repeat=1,y_later,x_now,1.0,0.0,0.3,0.3,5,5,365 days,730 days,30,150,30,150,1,I have an offer to take 30$ now or 150$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 150$ in 730 days. What should I choose? Answer in just a few words.,Take the 150$ in 365 days.,Take the 30$ now.,1.0
t_00010,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.3|mult=5|t=730 days|repeat=1,scale=0.3|mult=5|t=365 days|repeat=1,x_now,y_later,0.0,1.0,0.3,0.3,5,5,730 days,365 days,30,150,30,150,1,I have an offer to take 30$ now or 150$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 150$ in 365 days. What should I choose? Answer in just a few words.,Take the 30$ now.,Take the 150$ in 365 days.,-1.0
t_00011,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.5|mult=1.01|t=1 day|repeat=1,scale=0.5|mult=1.01|t=2 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,1.01,1.01,1 day,2 days,50,50.5,50,50.5,1,I have an offer to take 50$ now or 50.5$ in 1 day. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 50.5$ in 2 days. What should I choose? Answer in just a few words.,Take the 50.5$ in 1 day.,Take $50 now.,1.0
