condition,amount_scale_factor,amount_scale_factor_text,base_x_now,base_x_now_text,base_y_later,base_y_later_text,x_now,x_now_text,y_later,y_later_text,amount_multiplier,amount_multiplier_text,t_delay,time_delay_format,repeat_idx,user_pov,prompt_format,prompt,response,response_for_parse,thinking_trace_removed_for_parse,choice,steering_layer,signed_strength,steering_applied,probe_train_regime,probe_feature_name,vector_key,probe_artifact_path
steer_long_term_plus256,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 8 hours. What should I choose? Answer in just a few words.,Take the 70.7$ over time.,Take the 70.7$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 1 day. What should I choose? Answer in just a few words.,Take the 70.7$ over time.,Take the 70.7$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 2 days. What should I choose? Answer in just a few words.,Take the 70.7$ over time.,Take the 70.7$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 7 days. What should I choose? Answer in just a few words.,Take the 7% growth over time.,Take the 7% growth over time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 30 days. What should I choose? Answer in just a few words.,Take the delayed value.,Take the delayed value.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 90 days. What should I choose? Answer in just a few words.,Take the 70.7$ over time.,Take the 70.7$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 365 days. What should I choose? Answer in just a few words.,Take the 70.7$ over time.,Take the 70.7$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 730 days. What should I choose? Answer in just a few words.,Take the 70.7$ over time.,Take the 70.7$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 1095 days. What should I choose? Answer in just a few words.,Take the 70.7$ over time.,Take the 70.7$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 1825 days. What should I choose? Answer in just a few words.,Take the 70.7$ over time.,Take the 70.7$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,101,101,70,70,70.7,70.7,1.01,1.01,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 70.7$ in 3650 days. What should I choose? Answer in just a few words.,Take the 70.7$ over time.,Take the 70.7$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 1 hour. What should I choose? Answer in just a few words.,Choose the 77$ over time.,Choose the 77$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 8 hours. What should I choose? Answer in just a few words.,Take the 77$ over time.,Take the 77$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 1 day. What should I choose? Answer in just a few words.,Take the 77$ over time.,Take the 77$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 2 days. What should I choose? Answer in just a few words.,Choose the 77$ over time.,Choose the 77$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 7 days. What should I choose? Answer in just a few words.,Choose the 77$ over time.,Choose the 77$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 30 days. What should I choose? Answer in just a few words.,Choose the 77$ over time.,Choose the 77$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 90 days. What should I choose? Answer in just a few words.,Take the 77$ over time.,Take the 77$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 365 days. What should I choose? Answer in just a few words.,Take the 77$ over time.,Take the 77$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 730 days. What should I choose? Answer in just a few words.,Take the 77$ over time.,Take the 77$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 1095 days. What should I choose? Answer in just a few words.,Take the 77$ over time.,Take the 77$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 1825 days. What should I choose? Answer in just a few words.,Take the 77 dollars.,Take the 77 dollars.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,110,110,70,70,77.0,77,1.1,1.1,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 77$ in 3650 days. What should I choose? Answer in just a few words.,Take the 77 dollars.,Take the 77 dollars.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 1 hour. What should I choose? Answer in just a few words.,Choose the 1-hour patience.,Choose the 1-hour patience.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 8 hours. What should I choose? Answer in just a few words.,Choose the 1o wisdom.,Choose the 1o wisdom.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 1 day. What should I choose? Answer in just a few words.,Choose the 70$ over time.,Choose the 70$ over time.,False,x_now,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 2 days. What should I choose? Answer in just a few words.,Choose the 1-term wealth over fleeting time.,Choose the 1-term wealth over fleeting time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 7 days. What should I choose? Answer in just a few words.,Choose the 1 greater patience.,Choose the 1 greater patience.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 30 days. What should I choose? Answer in just a few words.,Choose the 1term.,Choose the 1term.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 90 days. What should I choose? Answer in just a few words.,Choose the 1 greater value.,Choose the 1 greater value.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 365 days. What should I choose? Answer in just a few words.,Take the 105$ over time.,Take the 105$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 730 days. What should I choose? Answer in just a few words.,Choose the 1-term wealth over fleeting time.,Choose the 1-term wealth over fleeting time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 1095 days. What should I choose? Answer in just a few words.,Take the 1-term wealth.,Take the 1-term wealth.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 1825 days. What should I choose? Answer in just a few words.,Take the 1-term patience.,Take the 1-term patience.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,150,150,70,70,105.0,105,1.5,1.5,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 105$ in 3650 days. What should I choose? Answer in just a few words.,Take the 70$ patience.,Take the 70$ patience.,False,x_now,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 1 hour. What should I choose? Answer in just a few words.,Choose the 1-hour patience.,Choose the 1-hour patience.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 8 hours. What should I choose? Answer in just a few words.,Choose the 1o patience.,Choose the 1o patience.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 1 day. What should I choose? Answer in just a few words.,Take the 70 years.,Take the 70 years.,False,x_now,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 2 days. What should I choose? Answer in just a few words.,Choose the 1-term patience.,Choose the 1-term patience.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 7 days. What should I choose? Answer in just a few words.,Choose the 1-term patience.,Choose the 1-term patience.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 30 days. What should I choose? Answer in just a few words.,Choose the 1-term patience.,Choose the 1-term patience.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 90 days. What should I choose? Answer in just a few words.,Choose the 1 greater time.,Choose the 1 greater time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 365 days. What should I choose? Answer in just a few words.,Take the 70$ over time.,Take the 70$ over time.,False,x_now,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 730 days. What should I choose? Answer in just a few words.,Take the 140$ over time.,Take the 140$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 1095 days. What should I choose? Answer in just a few words.,Take the 1-term patience.,Take the 1-term patience.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 1825 days. What should I choose? Answer in just a few words.,Take the 1-term patience.,Take the 1-term patience.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,200,200,70,70,140.0,140,2.0,2,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 140$ in 3650 days. What should I choose? Answer in just a few words.,Take the 70$ patience.,Take the 70$ patience.,False,x_now,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,500,500,70,70,350.0,350,5.0,5,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 350$ in 1 hour. What should I choose? Answer in just a few words.,Choose the 33 times more value over time.,Choose the 33 times more value over time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,500,500,70,70,350.0,350,5.0,5,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 350$ in 8 hours. What should I choose? Answer in just a few words.,Choose the 33 times greater patience.,Choose the 33 times greater patience.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,500,500,70,70,350.0,350,5.0,5,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 350$ in 1 day. What should I choose? Answer in just a few words.,Choose the 350$ over time.,Choose the 350$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,500,500,70,70,350.0,350,5.0,5,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 350$ in 2 days. What should I choose? Answer in just a few words.,Choose the 350$ over time.,Choose the 350$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,500,500,70,70,350.0,350,5.0,5,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 350$ in 7 days. What should I choose? Answer in just a few words.,Choose the 370 years of patience.,Choose the 370 years of patience.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,500,500,70,70,350.0,350,5.0,5,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 350$ in 30 days. What should I choose? Answer in just a few words.,Choose the 33% growth over time.,Choose the 33% growth over time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,500,500,70,70,350.0,350,5.0,5,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 350$ in 90 days. What should I choose? Answer in just a few words.,Choose the 3 decades of compounding.,Choose the 3 decades of compounding.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.7,0.7,100,100,500,500,70,70,350.0,350,5.0,5,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 70$ now or 350$ in 365 days. What should I choose? Answer in just a few words.,Choose the 350$ over time.,Choose the 350$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
