probe,arm,comp_spans,comp_tokens,comp_share_alllayer,closed_tokens,ctx_tokens,context_fill,pathology,gold,pred,correct,parsed,mean_entropy,response
94,near_dup_comp_close,32,160,0.004269298596300768,160,3943,0.9626,Unstable angina,D,A,False,True,0.010116372904087711,A) Possible NSTEMI / STEMI
94,near_dup_rand_close,32,160,0.004269298596300768,160,3943,0.9626,Unstable angina,D,D,True,True,0.07918707983377057,D) Unstable angina
94,random,32,160,0.004269298596300768,0,2753,0.6721,Unstable angina,D,A,False,True,0.31245813285931945,A
95,near_dup,32,112,0.0024702099800839677,0,3556,0.8682,URTI,B,B,True,True,0.17100869472801605,B
95,near_dup_comp_close,32,112,0.0024702099800839677,112,3556,0.8682,URTI,B,B,True,True,0.3752466899545652,B
95,near_dup_rand_close,32,112,0.0024702099800839677,112,3556,0.8682,URTI,B,B,True,True,0.2501068106612365,B
95,random,32,112,0.0024702099800839677,0,2896,0.707,URTI,B,B,True,True,0.017773157340428725,B
96,near_dup,32,133,0.003943494099100967,0,3514,0.8579,Anaphylaxis,A,A,True,True,0.19732077390254485,A) Anaphylaxis
96,near_dup_comp_close,32,133,0.003943494099100967,133,3514,0.8579,Anaphylaxis,A,B,False,True,0.13608163202986034,"Based on the symptoms and history provided, the most likely diagnosis is:

D) Unstable angina

Unstable angina is characterized by chest pain that occurs"
96,near_dup_rand_close,32,133,0.003943494099100967,133,3514,0.8579,Anaphylaxis,A,A,True,True,0.41955894174530184,"The symptoms described, including a high-pitched sound when breathing in and a wheezing sound when exhaling, suggest respiratory issues rather than cardiac or gastrointestinal problems"
96,random,32,133,0.003943494099100967,0,2578,0.6294,Anaphylaxis,A,A,True,True,0.26474400233293444,A) Anaphylaxis
97,near_dup,32,140,0.0036010579959227136,0,2898,0.7075,Acute rhinosinusitis,A,A,True,True,0.011864540108743112,A) Acute rhinosinusitis
97,near_dup_comp_close,32,140,0.0036010579959227136,140,2898,0.7075,Acute rhinosinusitis,A,A,True,True,0.0011963089180729487,A) Acute rhinosinusitis
97,near_dup_rand_close,32,140,0.0036010579959227136,140,2898,0.7075,Acute rhinosinusitis,A,A,True,True,0.003910183698381944,A) Acute rhinosinusitis
97,random,32,140,0.0036010579959227136,0,3463,0.8455,Acute rhinosinusitis,A,A,True,True,0.045472839886910615,A) Acute rhinosinusitis
98,near_dup,24,77,0.001982745983829695,0,3611,0.8816,GERD,B,B,True,True,0.08423297561239451,B
98,near_dup_comp_close,24,77,0.001982745983829695,77,3611,0.8816,GERD,B,B,True,True,0.19550652578400332,B) GERD
98,near_dup_rand_close,24,77,0.001982745983829695,77,3611,0.8816,GERD,B,B,True,True,0.23815379464940634,B
98,random,24,77,0.001982745983829695,0,3139,0.7664,GERD,B,B,True,True,0.020136450650170445,B
99,near_dup,32,137,0.005239006186484121,0,3080,0.752,Stable angina,B,D,False,True,0.05530416336841881,D
99,near_dup_comp_close,32,137,0.005239006186484121,137,3080,0.752,Stable angina,B,D,False,True,0.04596248041378885,D) Possible NSTEMI / STEMI
99,near_dup_rand_close,32,137,0.005239006186484121,137,3080,0.752,Stable angina,B,D,False,True,0.33338679000735283,D
99,random,32,137,0.005239006186484121,0,3012,0.7354,Stable angina,B,D,False,True,0.007337465330806481,D
100,near_dup,32,156,0.004267032292024189,0,3334,0.814,Pulmonary embolism,B,B,True,True,0.04188612641155487,B
100,near_dup_comp_close,32,156,0.004267032292024189,156,3334,0.814,Pulmonary embolism,B,B,True,True,0.3324150815606117,B
100,near_dup_rand_close,32,156,0.004267032292024189,156,3334,0.814,Pulmonary embolism,B,B,True,True,0.0804653615305142,B) Pulmonary embolism
100,random,32,156,0.004267032292024189,0,3058,0.7466,Pulmonary embolism,B,D,False,True,0.6065313816070557,D
101,near_dup,32,125,0.0030841721039980537,0,3322,0.811,Anemia,E,E,True,True,0.20368983608204871,E
101,near_dup_comp_close,32,125,0.0030841721039980537,125,3322,0.811,Anemia,E,E,True,True,0.017379424775344886,E) Anemia
101,near_dup_rand_close,32,125,0.0030841721039980537,125,3322,0.811,Anemia,E,E,True,True,0.11302590685286304,E) Anemia
101,random,32,125,0.0030841721039980537,0,2846,0.6948,Anemia,E,C,False,True,0.16409754753112793,C
102,near_dup,32,112,0.003592900539924818,0,2788,0.6807,Bronchitis,D,E,False,True,0.8177606463432312,E
102,near_dup_comp_close,32,112,0.003592900539924818,112,2788,0.6807,Bronchitis,D,D,True,True,0.5698838531970978,D
102,near_dup_rand_close,32,112,0.003592900539924818,112,2788,0.6807,Bronchitis,D,E,False,True,0.2927742373651637,"E) URTI

Given the symptoms of shortness of breath, a cough producing colored sputum, a sore throat, and nasal congestion, along"
102,random,32,112,0.003592900539924818,0,3290,0.8032,Bronchitis,D,D,True,True,0.017019445775076747,D
103,near_dup,32,116,0.003252222900109853,0,2382,0.5815,Anemia,C,C,True,True,0.029469998478816706,C
103,near_dup_comp_close,32,116,0.003252222900109853,116,2382,0.5815,Anemia,C,C,True,True,0.08213184727851512,C) Anemia
103,near_dup_rand_close,32,116,0.003252222900109853,116,2382,0.5815,Anemia,C,C,True,True,0.2704495030193357,C
103,random,32,116,0.003252222900109853,0,3151,0.7693,Anemia,C,C,True,True,0.011794846165201989,C
104,near_dup,32,112,0.003339657808314997,0,2666,0.6509,Atrial fibrillation,E,D,False,True,0.15281225554645061,D
104,near_dup_comp_close,32,112,0.003339657808314997,112,2666,0.6509,Atrial fibrillation,E,D,False,True,0.33778041949553883,D) PSVT
104,near_dup_rand_close,32,112,0.003339657808314997,112,2666,0.6509,Atrial fibrillation,E,D,False,True,0.3712385967373848,D
104,random,32,112,0.003339657808314997,0,3333,0.8137,Atrial fibrillation,E,D,False,True,0.04190584774732997,D
105,near_dup,24,136,0.0039423294349841915,0,2558,0.6245,Epiglottitis,E,A,False,True,0.14318516260755132,A) Laryngospasm
105,near_dup_comp_close,24,136,0.0039423294349841915,136,2558,0.6245,Epiglottitis,E,E,True,True,0.25286127848096385,E) Epiglottitis
105,near_dup_rand_close,24,136,0.0039423294349841915,136,2558,0.6245,Epiglottitis,E,A,False,True,0.10851587195338652,A) Laryngospasm
105,random,24,136,0.0039423294349841915,0,3179,0.7761,Epiglottitis,E,E,True,True,0.26300018195979646,E
106,near_dup,25,95,0.002458849565829469,0,2925,0.7141,Guillain-Barré syndrome,D,D,True,True,0.019853552990753087,D
106,near_dup_comp_close,25,95,0.002458849565829469,95,2925,0.7141,Guillain-Barré syndrome,D,B,False,True,0.3187972605228424,B
106,near_dup_rand_close,25,95,0.002458849565829469,95,2925,0.7141,Guillain-Barré syndrome,D,D,True,True,0.18517046217175448,D
106,random,25,95,0.002458849565829469,0,3200,0.7812,Guillain-Barré syndrome,D,D,True,True,0.009184980072063809,D
107,near_dup,32,115,0.005151539325986805,0,3691,0.9011,HIV (initial infection),C,C,True,True,0.100380951022089,C
107,near_dup_comp_close,32,115,0.005151539325986805,115,3691,0.9011,HIV (initial infection),C,C,True,True,0.046199432563298615,C) HIV (initial infection)
107,near_dup_rand_close,32,115,0.005151539325986805,115,3691,0.9011,HIV (initial infection),C,C,True,True,0.3223963209275098,C
107,random,32,115,0.005151539325986805,0,3134,0.7651,HIV (initial infection),C,C,True,True,0.00450396285430088,C
108,near_dup,26,109,0.0031695852115956494,0,2962,0.7231,Anemia,A,A,True,True,0.14787350501865149,A
108,near_dup_comp_close,26,109,0.0031695852115956494,109,2962,0.7231,Anemia,A,A,True,True,0.0750025941971785,A) Anemia
108,near_dup_rand_close,26,109,0.0031695852115956494,109,2962,0.7231,Anemia,A,A,True,True,0.09170837320443752,A) Anemia
108,random,26,109,0.0031695852115956494,0,3135,0.7654,Anemia,A,A,True,True,0.11840781918726861,A
109,near_dup,25,98,0.0030196910837918373,0,3570,0.8716,HIV (initial infection),E,E,True,True,0.5484222173690796,E
109,near_dup_comp_close,25,98,0.0030196910837918373,98,3570,0.8716,HIV (initial infection),E,E,True,True,0.41703054308891296,E
109,near_dup_rand_close,25,98,0.0030196910837918373,98,3570,0.8716,HIV (initial infection),E,E,True,True,0.6396311819553375,E
109,random,25,98,0.0030196910837918373,0,3286,0.8022,HIV (initial infection),E,E,True,True,0.005209983326494694,E
110,near_dup,32,104,0.0028805926466403905,0,2983,0.7283,Bronchitis,B,E,False,True,0.05554531421512365,E
110,near_dup_comp_close,32,104,0.0028805926466403905,104,2983,0.7283,Bronchitis,B,B,True,True,0.15197915118187666,B
110,near_dup_rand_close,32,104,0.0028805926466403905,104,2983,0.7283,Bronchitis,B,E,False,True,0.17345573380589485,E
110,random,32,104,0.0028805926466403905,0,2869,0.7004,Bronchitis,B,B,True,True,0.14866835169959813,B
111,near_dup,32,160,0.004199857097523362,0,3081,0.7522,Chronic rhinosinusitis,C,B,False,True,0.0774328529369086,B
111,near_dup_comp_close,32,160,0.004199857097523362,160,3081,0.7522,Chronic rhinosinusitis,C,B,False,True,0.008250931466944975,B) Acute rhinosinusitis
111,near_dup_rand_close,32,160,0.004199857097523362,160,3081,0.7522,Chronic rhinosinusitis,C,B,False,True,0.03932172310022805,B) Acute rhinosinusitis
111,random,32,160,0.004199857097523362,0,3563,0.8699,Chronic rhinosinusitis,C,B,False,True,0.07117285272993791,B) Acute rhinosinusitis
112,near_dup,32,153,0.004021752822572658,0,3702,0.9038,Pulmonary embolism,C,C,True,True,0.35598010302055627,C
112,near_dup_comp_close,32,153,0.004021752822572658,153,3702,0.9038,Pulmonary embolism,C,C,True,True,0.08550013264488143,C) Pulmonary embolism
112,near_dup_rand_close,32,153,0.004021752822572658,153,3702,0.9038,Pulmonary embolism,C,C,True,True,0.32859429738178036,"C) Pulmonary embolism

The patient's symptoms include pain that increases when breathing in deeply, shortness of breath, swelling in the posterior aspect of"
112,random,32,153,0.004021752822572658,0,3382,0.8257,Pulmonary embolism,C,C,True,True,0.07487531150491122,C
113,near_dup,32,112,0.0024151317538020716,0,2390,0.5835,Anemia,C,D,False,True,0.0784322041872656,D
113,near_dup_comp_close,32,112,0.0024151317538020716,112,2390,0.5835,Anemia,C,D,False,True,0.22697951855079737,D) Cluster headache
113,near_dup_rand_close,32,112,0.0024151317538020716,112,2390,0.5835,Anemia,C,D,False,True,0.2782566624809988,D
113,random,32,112,0.0024151317538020716,0,3216,0.7852,Anemia,C,C,True,True,0.030502086690830765,C
114,near_dup,32,114,0.0026452181962327704,0,3887,0.949,URTI,A,A,True,True,0.06808871617719585,A) URTI
114,near_dup_comp_close,32,114,0.0026452181962327704,114,3887,0.949,URTI,A,C,False,True,0.08454945363824404,C) Influenza
114,near_dup_rand_close,32,114,0.0026452181962327704,114,3887,0.949,URTI,A,A,True,True,0.07212820707529015,A) URTI
114,random,32,114,0.0026452181962327704,0,3220,0.7861,URTI,A,A,True,True,0.13565255738185064,A) URTI
115,near_dup,32,136,0.0037513799115551478,0,3844,0.9385,Scombroid food poisoning,D,D,True,True,0.1221181029904983,D) Scombroid food poisoning
115,near_dup_comp_close,32,136,0.0037513799115551478,136,3844,0.9385,Scombroid food poisoning,D,D,True,True,0.014698834957300733,D) Scombroid food poisoning
115,near_dup_rand_close,32,136,0.0037513799115551478,136,3844,0.9385,Scombroid food poisoning,D,A,False,True,0.14833344328404305,A) Anaphylaxis
115,random,32,136,0.0037513799115551478,0,3102,0.7573,Scombroid food poisoning,D,D,True,True,0.0029582086417576647,D
117,near_dup,25,78,0.002182328310068436,0,2856,0.6973,Panic attack,D,D,True,True,0.0596488305064895,D
117,near_dup_comp_close,25,78,0.002182328310068436,78,2856,0.6973,Panic attack,D,D,True,True,0.3511966188571023,D
117,near_dup_rand_close,25,78,0.002182328310068436,78,2856,0.6973,Panic attack,D,D,True,True,0.13759142201206487,D
117,random,25,78,0.002182328310068436,0,2877,0.7024,Panic attack,D,D,True,True,0.2013958139102101,D
118,near_dup,28,156,0.003089701386716005,0,2459,0.6003,Bronchospasm / acute asthma exacerbation,E,E,True,True,0.2882670939587797,E
118,near_dup_comp_close,28,156,0.003089701386716005,156,2459,0.6003,Bronchospasm / acute asthma exacerbation,E,E,True,True,0.3134195828391455,E
118,near_dup_rand_close,28,156,0.003089701386716005,156,2459,0.6003,Bronchospasm / acute asthma exacerbation,E,E,True,True,0.04589063068761826,E) Bronchospasm / acute asthma exacerbation
118,random,28,156,0.003089701386716005,0,3313,0.8088,Bronchospasm / acute asthma exacerbation,E,E,True,True,0.21000302606130106,E
119,near_dup,29,111,0.003310536080010317,0,3259,0.7957,Anemia,C,C,True,True,0.04274637335265652,C
119,near_dup_comp_close,29,111,0.003310536080010317,111,3259,0.7957,Anemia,C,C,True,True,0.04954313275335949,C) Anemia
119,near_dup_rand_close,29,111,0.003310536080010317,111,3259,0.7957,Anemia,C,C,True,True,0.20248685380647657,C
119,random,29,111,0.003310536080010317,0,2835,0.6921,Anemia,C,C,True,True,0.05527544480355573,C
121,near_dup,32,99,0.0029090868441834696,0,2904,0.709,Acute otitis media,B,C,False,True,0.31132565392908873,C
121,near_dup_comp_close,32,99,0.0029090868441834696,99,2904,0.709,Acute otitis media,B,C,False,True,0.14780886854753916,"C) URTI

Based on the symptoms and history provided, the most likely diagnosis is Upper Respiratory Tract Infection (URTI). The patient"
121,near_dup_rand_close,32,99,0.0029090868441834696,99,2904,0.709,Acute otitis media,B,C,False,True,0.11461400404616029,C) URTI
121,random,32,99,0.0029090868441834696,0,3152,0.7695,Acute otitis media,B,C,False,True,0.3501512252842076,C
122,near_dup,25,102,0.0026391906582124915,0,3579,0.8738,Localized edema,A,A,True,True,0.1257261588691238,A) Localized edema
122,near_dup_comp_close,25,102,0.0026391906582124915,102,3579,0.8738,Localized edema,A,A,True,True,0.030475452153950755,A) Localized edema
122,near_dup_rand_close,25,102,0.0026391906582124915,102,3579,0.8738,Localized edema,A,A,True,True,0.06909184998552778,A) Localized edema
122,random,25,102,0.0026391906582124915,0,3379,0.825,Localized edema,A,A,True,True,0.1291092905057667,A) Localized edema
123,near_dup,32,108,0.0027986346540558324,0,2621,0.6399,Pneumonia,E,E,True,True,0.1288608079776168,E
123,near_dup_comp_close,32,108,0.0027986346540558324,108,2621,0.6399,Pneumonia,E,E,True,True,0.09035763706008636,E) Pneumonia
123,near_dup_rand_close,32,108,0.0027986346540558324,108,2621,0.6399,Pneumonia,E,E,True,True,0.17808866963319556,E) Pneumonia
123,random,32,108,0.0027986346540558324,0,3561,0.8694,Pneumonia,E,E,True,True,0.33101433143019676,E
124,near_dup,32,101,0.00325632671404432,0,3654,0.8921,Anemia,C,C,True,True,0.20650391213830516,C) Anemia
124,near_dup_comp_close,32,101,0.00325632671404432,101,3654,0.8921,Anemia,C,C,True,True,0.07483598190856355,C) Anemia
124,near_dup_rand_close,32,101,0.00325632671404432,101,3654,0.8921,Anemia,C,C,True,True,0.20366572627272034,C) Anemia
124,random,32,101,0.00325632671404432,0,2791,0.6814,Anemia,C,C,True,True,0.2905976331594502,C
125,near_dup,32,149,0.0042288266150872465,0,2704,0.6602,Guillain-Barré syndrome,B,B,True,True,0.0122317909845151,B
125,near_dup_comp_close,32,149,0.0042288266150872465,149,2704,0.6602,Guillain-Barré syndrome,B,B,True,True,0.3616452790447511,B
125,near_dup_rand_close,32,149,0.0042288266150872465,149,2704,0.6602,Guillain-Barré syndrome,B,B,True,True,0.05156287902354961,B
125,random,32,149,0.0042288266150872465,0,2852,0.6963,Guillain-Barré syndrome,B,B,True,True,0.009006172709632665,B
126,near_dup,24,83,0.0019005014746890706,0,2827,0.6902,Anemia,E,E,True,True,0.16261446100472768,E) Anemia
126,near_dup_comp_close,24,83,0.0019005014746890706,83,2827,0.6902,Anemia,E,E,True,True,0.008289634456400564,E) Anemia
126,near_dup_rand_close,24,83,0.0019005014746890706,83,2827,0.6902,Anemia,E,E,True,True,0.16540967243004162,E) Anemia
126,random,24,83,0.0019005014746890706,0,3368,0.8223,Anemia,E,E,True,True,0.2628004848957062,E
127,near_dup,32,132,0.0033734728255076073,0,2514,0.6138,Bronchitis,C,B,False,True,0.001717792092676973,B
127,near_dup_comp_close,32,132,0.0033734728255076073,132,2514,0.6138,Bronchitis,C,B,False,True,0.34288445142738055,B
127,near_dup_rand_close,32,132,0.0033734728255076073,132,2514,0.6138,Bronchitis,C,B,False,True,0.007274319767020643,B
127,random,32,132,0.0033734728255076073,0,3009,0.7346,Bronchitis,C,B,False,True,0.0004921607051073806,B
128,near_dup,32,140,0.0038545311811681226,0,3062,0.7476,Viral pharyngitis,D,E,False,True,0.491731733083725,E
128,near_dup_comp_close,32,140,0.0038545311811681226,140,3062,0.7476,Viral pharyngitis,D,D,True,True,0.051482648765158956,D) Viral pharyngitis
128,near_dup_rand_close,32,140,0.0038545311811681226,140,3062,0.7476,Viral pharyngitis,D,E,False,True,0.1306194212641761,E) Bronchitis
128,random,32,140,0.0038545311811681226,0,3351,0.8181,Viral pharyngitis,D,D,True,True,0.1515514850616455,D
129,near_dup,32,173,0.005174259898070344,0,2490,0.6079,Myasthenia gravis,C,C,True,True,0.10217849163234326,C) Myasthenia gravis
129,near_dup_comp_close,32,173,0.005174259898070344,173,2490,0.6079,Myasthenia gravis,C,C,True,True,0.029165059415667827,C) Myasthenia gravis
129,near_dup_rand_close,32,173,0.005174259898070344,173,2490,0.6079,Myasthenia gravis,C,C,True,True,0.11241697050467457,C) Myasthenia gravis
129,random,32,173,0.005174259898070344,0,3433,0.8381,Myasthenia gravis,C,C,True,True,0.114568572130338,C
130,near_dup,32,106,0.0034636202519854123,0,3053,0.7454,Pneumonia,A,A,True,True,0.201196651986915,A) Pneumonia
130,near_dup_comp_close,32,106,0.0034636202519854123,106,3053,0.7454,Pneumonia,A,A,True,True,0.012103952296229181,A) Pneumonia
130,near_dup_rand_close,32,106,0.0034636202519854123,106,3053,0.7454,Pneumonia,A,A,True,True,0.1557080530417027,A) Pneumonia
130,random,32,106,0.0034636202519854123,0,3179,0.7761,Pneumonia,A,D,False,True,0.374757313169539,D
131,near_dup,25,122,0.004106097508353707,0,2773,0.677,Chagas,C,A,False,True,0.13684786360659018,A) HIV (initial infection)
131,near_dup_comp_close,25,122,0.004106097508353707,122,2773,0.677,Chagas,C,C,True,True,0.08482280425814678,C) Chagas
131,near_dup_rand_close,25,122,0.004106097508353707,122,2773,0.677,Chagas,C,A,False,True,0.15406554786864035,A) HIV (initial infection)
131,random,25,122,0.004106097508353707,0,3094,0.7554,Chagas,C,C,True,True,0.006895441270899028,C
132,near_dup,32,168,0.004163670858220312,0,2888,0.7051,Anaphylaxis,A,A,True,True,0.050778642667345206,A) Anaphylaxis
132,near_dup_comp_close,32,168,0.004163670858220312,168,2888,0.7051,Anaphylaxis,A,C,False,True,0.057431617420661496,C) Scombroid food poisoning
132,near_dup_rand_close,32,168,0.004163670858220312,168,2888,0.7051,Anaphylaxis,A,A,True,True,0.09412777632626655,A) Anaphylaxis
132,random,32,168,0.004163670858220312,0,3416,0.834,Anaphylaxis,A,A,True,True,0.06402199177343196,A) Anaphylaxis
133,near_dup,30,123,0.0029571865616598286,0,3594,0.8774,Pulmonary embolism,B,B,True,True,0.016496429723474648,B
133,near_dup_comp_close,30,123,0.0029571865616598286,123,3594,0.8774,Pulmonary embolism,B,B,True,True,0.053614262925918865,B) Pulmonary embolism
133,near_dup_rand_close,30,123,0.0029571865616598286,123,3594,0.8774,Pulmonary embolism,B,B,True,True,0.11044928232126949,B
133,random,30,123,0.0029571865616598286,0,3282,0.8013,Pulmonary embolism,B,B,True,True,0.02419021563764545,B
134,near_dup,27,75,0.0019928050275370294,0,3566,0.8706,URTI,E,E,True,True,0.24255047866608948,E
134,near_dup_comp_close,27,75,0.0019928050275370294,75,3566,0.8706,URTI,E,E,True,True,0.13646546928851322,"E) URTI

Based on the symptoms and history provided, the most likely diagnosis is Upper Respiratory Tract Infection (URTI). The patient"
134,near_dup_rand_close,27,75,0.0019928050275370294,75,3566,0.8706,URTI,E,E,True,True,0.3383584464318119,E
134,random,27,75,0.0019928050275370294,0,3004,0.7334,URTI,E,E,True,True,0.24482056083385828,E) URTI
135,near_dup,32,154,0.004848084629071921,0,3867,0.9441,Acute pulmonary edema,E,D,False,True,0.16252726688981056,D
135,near_dup_comp_close,32,154,0.004848084629071921,154,3867,0.9441,Acute pulmonary edema,E,D,False,True,0.060509321573962896,D) Possible NSTEMI / STEMI
135,near_dup_rand_close,32,154,0.004848084629071921,154,3867,0.9441,Acute pulmonary edema,E,D,False,True,0.37514181435108185,D
135,random,32,154,0.004848084629071921,0,2825,0.6897,Acute pulmonary edema,E,D,False,True,0.24382594786584377,D
136,near_dup,32,133,0.0033611675896994407,0,2470,0.603,Atrial fibrillation,D,D,True,True,0.988807201385498,D
136,near_dup_comp_close,32,133,0.0033611675896994407,133,2470,0.603,Atrial fibrillation,D,D,True,True,0.26873918486880377,"Given the symptoms and history provided, the most likely diagnosis is:

D) Atrial fibrillation

The patient's symptoms of shortness of breath, palpitations"
136,near_dup_rand_close,32,133,0.0033611675896994407,133,2470,0.603,Atrial fibrillation,D,D,True,True,0.35843537069484244,"D) Atrial fibrillation

Given the symptoms of rapid and irregular heartbeat, palpitations, and shortness of breath that are exacerbated by physical exertion but"
136,random,32,133,0.0033611675896994407,0,2854,0.6968,Atrial fibrillation,D,D,True,True,0.3408124912530184,D
137,near_dup,27,91,0.0033994876728992,0,2961,0.7229,HIV (initial infection),C,C,True,True,0.07022417709231377,C
137,near_dup_comp_close,27,91,0.0033994876728992,91,2961,0.7229,HIV (initial infection),C,A,False,True,0.045330007222946736,A) Chagas
137,near_dup_rand_close,27,91,0.0033994876728992,91,2961,0.7229,HIV (initial infection),C,C,True,True,0.07047450775280595,C
137,random,27,91,0.0033994876728992,0,3130,0.7642,HIV (initial infection),C,A,False,True,0.1618835037923418,A) Chagas
138,near_dup,26,90,0.0017763927162120238,0,3334,0.814,Scombroid food poisoning,A,A,True,True,0.11957925157656746,A
138,near_dup_comp_close,26,90,0.0017763927162120238,90,3334,0.814,Scombroid food poisoning,A,D,False,True,0.1432127801580074,D) Anaphylaxis
138,near_dup_rand_close,26,90,0.0017763927162120238,90,3334,0.814,Scombroid food poisoning,A,A,True,True,0.26635953093568787,A
138,random,26,90,0.0017763927162120238,0,2994,0.731,Scombroid food poisoning,A,D,False,True,0.016274426494192085,D
139,near_dup,32,146,0.003913985209705939,0,2436,0.5947,Viral pharyngitis,A,E,False,True,0.4427598863840103,E
139,near_dup_comp_close,32,146,0.003913985209705939,146,2436,0.5947,Viral pharyngitis,A,A,True,True,0.05203106898271573,A) Viral pharyngitis
139,near_dup_rand_close,32,146,0.003913985209705939,146,2436,0.5947,Viral pharyngitis,A,A,True,True,0.24276445573454408,"Given the symptoms and history provided, the most likely diagnosis for a 62-year-old male with a cough, throat pain, fever, and a history of"
139,random,32,146,0.003913985209705939,0,3069,0.7493,Viral pharyngitis,A,D,False,True,0.224330202821875,D
140,near_dup,32,133,0.0031634350324383134,0,2587,0.6316,Viral pharyngitis,B,A,False,True,0.2120779317203206,A) URTI
140,near_dup_comp_close,32,133,0.0031634350324383134,133,2587,0.6316,Viral pharyngitis,B,B,True,True,0.5552188158035278,B
140,near_dup_rand_close,32,133,0.0031634350324383134,133,2587,0.6316,Viral pharyngitis,B,A,False,True,0.19088631681890433,A) URTI
140,random,32,133,0.0031634350324383134,0,2901,0.7083,Viral pharyngitis,B,B,True,True,0.1976017685374245,B
141,near_dup,32,115,0.0037068824803685486,0,2829,0.6907,Atrial fibrillation,E,E,True,True,0.2825630009174347,E
141,near_dup_comp_close,32,115,0.0037068824803685486,115,2829,0.6907,Atrial fibrillation,E,C,False,True,0.10227694823621736,"C) PSVT (Paroxysmal Supraventricular Tachycardia)

Given the symptoms of shortness of breath, dizziness,"
141,near_dup_rand_close,32,115,0.0037068824803685486,115,2829,0.6907,Atrial fibrillation,E,E,True,True,0.45018088817596436,E
141,random,32,115,0.0037068824803685486,0,3279,0.8005,Atrial fibrillation,E,C,False,True,0.28124164065229706,C
142,near_dup,32,140,0.003651113010272468,0,3342,0.8159,Pulmonary embolism,C,C,True,True,0.09283536488510435,C
142,near_dup_comp_close,32,140,0.003651113010272468,140,3342,0.8159,Pulmonary embolism,C,C,True,True,0.052489534698537454,C) Pulmonary embolism
142,near_dup_rand_close,32,140,0.003651113010272468,140,3342,0.8159,Pulmonary embolism,C,C,True,True,0.14920905447070254,C
142,random,32,140,0.003651113010272468,0,3050,0.7446,Pulmonary embolism,C,C,True,True,0.08537622398489475,C
143,near_dup,32,112,0.002532967547942177,0,3684,0.8994,URTI,D,D,True,True,0.15108942788257687,D) URTI
143,near_dup_comp_close,32,112,0.002532967547942177,112,3684,0.8994,URTI,D,D,True,True,0.0666479827487251,D) URTI (Upper Respiratory Tract Infection)
143,near_dup_rand_close,32,112,0.002532967547942177,112,3684,0.8994,URTI,D,D,True,True,0.12418721689391532,D) URTI
143,random,32,112,0.002532967547942177,0,2880,0.7031,URTI,D,D,True,True,0.2105115920676699,"D) URTI (Upper Respiratory Tract Infection)

Given the symptoms of a sore throat, cough producing colored or more abundant sputum,"
144,near_dup,31,145,0.004914982198681324,0,3192,0.7793,Possible NSTEMI / STEMI,A,A,True,True,0.35178177340276306,A
144,near_dup_comp_close,31,145,0.004914982198681324,145,3192,0.7793,Possible NSTEMI / STEMI,A,A,True,True,0.007764429933347116,A) Possible NSTEMI / STEMI
144,near_dup_rand_close,31,145,0.004914982198681324,145,3192,0.7793,Possible NSTEMI / STEMI,A,A,True,True,0.06997634016229312,A) Possible NSTEMI / STEMI
144,random,31,145,0.004914982198681324,0,3194,0.7798,Possible NSTEMI / STEMI,A,A,True,True,0.27610846685638535,A
145,near_dup,32,120,0.003380659630129997,0,2026,0.4946,Pulmonary neoplasm,A,A,True,True,0.08081221633875657,A) Pulmonary neoplasm
145,near_dup_comp_close,32,120,0.003380659630129997,120,2026,0.4946,Pulmonary neoplasm,A,A,True,True,0.003149109696096275,A) Pulmonary neoplasm
145,near_dup_rand_close,32,120,0.003380659630129997,120,2026,0.4946,Pulmonary neoplasm,A,A,True,True,0.0398918021934378,A) Pulmonary neoplasm
145,random,32,120,0.003380659630129997,0,2704,0.6602,Pulmonary neoplasm,A,A,True,True,0.34554711527744075,A
146,near_dup,32,178,0.0049188242103123765,0,2478,0.605,Viral pharyngitis,E,D,False,True,0.16241008351486622,D) Acute laryngitis
146,near_dup_comp_close,32,178,0.0049188242103123765,178,2478,0.605,Viral pharyngitis,E,D,False,True,0.2775221297083057,"D) Acute laryngitis

Given the symptoms of pain in the throat area (tonsils, thyroid cartilage, palace, pharynx),"
146,near_dup_rand_close,32,178,0.0049188242103123765,178,2478,0.605,Viral pharyngitis,E,D,False,True,0.11110591263968672,D) Acute laryngitis
146,random,32,178,0.0049188242103123765,0,3215,0.7849,Viral pharyngitis,E,D,False,True,0.14708642940968275,D
147,near_dup,25,75,0.0036921313829899804,0,3643,0.8894,Possible NSTEMI / STEMI,A,A,True,True,0.5044518113136292,A
147,near_dup_comp_close,25,75,0.0036921313829899804,75,3643,0.8894,Possible NSTEMI / STEMI,A,A,True,True,0.009468403333995923,A) Possible NSTEMI / STEMI
147,near_dup_rand_close,25,75,0.0036921313829899804,75,3643,0.8894,Possible NSTEMI / STEMI,A,A,True,True,0.3851243170794567,"A) Possible NSTEMI / STEMI

Given the patient's symptoms including chest pain, radiation of pain, shortness of breath, fatigue, and a"
147,random,25,75,0.0036921313829899804,0,3264,0.7969,Possible NSTEMI / STEMI,A,A,True,True,0.05293214276456411,A) Possible NSTEMI / STEMI
148,near_dup,24,106,0.0020744898996082235,0,3764,0.9189,Inguinal hernia,C,E,False,True,0.37471010563967866,E) Bronchitis
148,near_dup_comp_close,24,106,0.0020744898996082235,106,3764,0.9189,Inguinal hernia,C,C,True,True,0.008589687134417545,C) Inguinal hernia
